Text ID;Comment;Target;HS Level;;;;;;;;;
lrytas_sql_2409;"ZYDAI IR ARABAI (VISU RUSIU) TAI TA PATI TAUTA SU SKIRTINGOMIS RELIGIJOMIS. GAL BUT MUSULMONAI PATIKTU VISIEMS LABIAU, JEI TAIP IKYRIAI NEPIRSTU ISLAMO IR NSUKAUTU, KAD KITATIKIAI - TAI TIE KURIUOS REIKIA VISUS ISZUDYTI! O MES ATSAKOME TUO PACIU, NE MUSULMONAI TEGUL LAIKOSI TOLIAU NUO KRIKSCIONIU IR ZYDU! KA, NENORMALU? O MAN TAIP NEATRODO, VISAI NENORIU, KAD KAZKOS ARABAS PADES BOMBA PRIE MANO KOJU...........O KITOKIO GYVENIMO IR POLITIKOS JIE N E N O R I SUPRASTI, NES JIEMS ""SUPRASTI"" - DRAUDZIA ISLAMAS! TEGUL JUOS VELNIAS..............";Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2409;As ne kurcias fanatikas kad biblija salia saves laikyciau.Man uzteko ja perskaityti.;Religious people;Level 1;;;;;;;;;
lrytas_sql_2409;o islamistai zudo pagal kieno paliepima? O lietuviai afganistane ir irake? O amerikieciai,anglai,prancuzai,vokieciai ir visos kitos tautos be jokios isimties?Panasu vargseli,kad esi pats sau vienas kvailys ir pats sau dievas vienam asmeny. Uzuojauta.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2409;net idomu pasidare kokia cia sekta taip smegenis zmoneliam plauna. Gal pristatykit savo ziniu saltini ir savo,o ne zydu Dievo varda tautai:));Catholics;Level 1;;;;;;;;;
lrytas_sql_2409;Tas tavo dievas,tai tikras iskrypelis.Sedi ant debesies ir masturbuojasi ziuredamas kaip zudomi vaikai,moteris,seneliai ir kiti nieko neprasikalte zmones.Kiek zmoniu iskele rankas i danguy maldavo jo pagalbos,o jis(dievas)tik tampesi ekstazes pagautas ir leido daryti dar didesnius nusikaltimus.Uzpisti jam su kryzium per galva.;Catholics;Level 2;;;;;;;;;
lrytas_sql_2409;"O Jums noriu pasakyti, kad ""žydų ""dievas""- šėtonas neturi jokios galios tiems, kurie jam netarnauja ir nevergauja. Tiesą pasirinkusiam ir atmetusiam šėtoną asmeniui šėtono valdžia neturi galios. O beje, apie įrodymus- Jūsų ""įrodymas"" remiasi tik biblijiniais prieštaraujančiais teiginiais, todėl nesuvokiat, kad melagingų teiginių, kurių pilna biblijoj, autorius yra melagis šėtonas. Bet gal jūs manot, kad DIEVAS gali meluoti ir keisti savo nusistatymą? Tikriausiai Jums ""teisinga- kas naudinga""? Juk naudos ieškojimą žydai puikiai įsisavino, todėl žydai nuėjo tarnauti šėtonui, kuris jiems leido parazituoti geros valios žmonių sąskaita.";Jews ;Level 2;;;;;;;;;
lrytas_sql_2409;vis tik ka apie musulmonus bekalbet,jie turi viena gera savybe-toki kaip tu apsesta asila,besidedanti ju Dievu senai butu paskerde ir ir sunims susere. Gal net pritarciau siuo atveju-per didele slykstyne esi,kad galima butu gailetis tokio issigimelio.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2409;Visos religijos pripazista,kad yra vienas Dievas. Reiskia tas Dievas visai zmonijai tas pats. Bet visi bando irodineti,kad ju Dievas yra geriausias,o musulmonai per prievarta kitus vercia i islama. Tai kur cia supratimas,kad Dievas yra vienas? Kalba apie viena Dieva,o tuo paciu patys mano,kad kiti tiki i kitoki Dieva. Tai absurdas ir siauraprotiskumas! Del to ir karai vyksta tarp religiju. Kas zudo Dievo vardu,tegul nesistebi,kad gauna atkirti atgal. Dievas pries zudynes.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2439;"Nu ir slykstus komentarai! Mire,viso pasaulio,gerbiamas zmogus,o jus paranojikai temokate keiktis ir niekint net mirusiji.Geda! Tarp kitko LT kunigai irgi darbavosi KGB naudai ir isduodavo ispazintis,taip,kad visu p[irma pasiziurekit i musu ""sventeivas"".Kas liecia pedofilija-Rusijoj jos nera,kunigu tarpe,nes jie nesilaiko celibato,jiems galima tureti zmonas ir vaikus.LT kunigai irgi turi zmonu ir vaiku,tik kitais keliais.Ir nustokit bijot savo seselio Rusijos pavidale,tai jau nebejuokinga,tai kvepia isprotejimu.";Catholics;Level 2;;;;;;;;;
lrytas_sql_2439;mire dar vienas -judo -krikscionybes skleidejas .beje pagal pasa juk zydukas.netikit !nieko gero ta religija niekam neatnese .lietuvius skerde ,verte buti vergais .gal pasidomekit kaip degino pagonybes sventyklas ir t.t. ta paty gavo cerkves is trockio{bersteinas lionka}lenino{bonar}ir t. t. ir t. t. ...o teorija mardaho levi?!k.markso !kas tai .cia atsakymas 113 -daunui ,iq ,nera tinkamas ,niekam .prageriaivisai savo kose ?. ogal neturejai niekad.;Christian;Level 2;;;;;;;;;
lrytas_sql_2439;Kataliku baznycios yra pedovilijos irstva, o jos tarnai dydziausi iskrypeliai ir pedalai. Baznycia-opiumas liaudziai. Kunigai turi buti paleisti o baznyciose turi buti palikti tik sargai, kad visi norintis galetu kada nori ateiti ir pasimelsti dievui, o nebuti meldziamiems kunigu-pedalu. Tarp kitko GRU nepriklauso KGB, GRU priklauso Rusijos kariuomenes Generaliniam stabui ir nuolat konkuruoja su KGB-FSB, kas skatina nuolatini auksta zvalgybini lygi. Dalbajobai is CZV, MI6 ir degeneratai is LT VSD buvo nuolat mulkinami ir gaidinami. Geriau uz KGB-FSB ir GRU su SVR nera. Slava Rossii!;Catholics;Level 2;;;;;;;;;
lrytas_sql_2439;Musu kunigai irgi nekitoki atidavineja svarbe informacija VSD pareigunam ir policijai;Christian;Level 1;;;;;;;;;
lrytas_sql_2452;klysti. tokie atvejai - kūdikis incestu pradėtas Lenkijos aborto draudimo įstatymuose nenumatytas. o nepilnametė ir yra nepilnametė, ji turėtų būti ginama įstatymu, vietoj to katalikai dar kartą nuskriaudė ją...;Catholics;Level 1;;;;;;;;;
lrytas_sql_2452;motinos role tiesiog pribloskianti, taigi eidama i parduotuve uzsuk i policijos nuovada ir lai tave uzdaro kuriam laikui nuo to fizinio smurto, galu gale prisipazink, kad dalyvauji tame smurte, tave kuriam laikui sulaikys. Nesamone. Didziausi Europos katalikai, o pasekmes, slykstu net ir skaityti..;Catholics;Level 1;;;;;;;;;
lrytas_sql_2452;Nu neprisimenu kokioi sali ,bet zinau kad musulmonai,ten uz vagiste pirstus kapoi po viena ant desines rankos,kek kertu pavogei tiek nera pirstu,o uz prevartavima kastroi...vot cie tai istatimai.jeigu mano vyras taip padaritu ,supuciou kaleime bet sukapociou kaip karbonada,Juk normaliam vyrui ant savo dukros net neturetu a.....supratot.vienu zodziu baisu.acp uz kld.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2495;Vieni pavojingiausių žmonių pasaulyje yra religiniai fanatikai. Ir nesvarbu kokiai jie religijai atstovauja.;Religious people;Level 1;;;;;;;;;
lrytas_sql_2497;Na koks skirtumas tarp Kataliku ir ju: Katalikai lydimi PEDIKU ir PEDOFILU, o jie ne.;Catholics;Level 2;;;;;;;;;
lrytas_sql_2497;kagi kurvu lizdas ir tiek netikiu nei vienu zodziu kad ten rupinasi zmonems tai tik del akiu kad kiek daugiau islupt pinigu is zmoniu na ir durnu atsiranda dieve tu apsaugok nuo kirpeju kunigu zmones susiprotekit ir savo vaiku nors neveskit pas juos nes sugadinsit jiems gyvenima amziams;Christian;Level 1;;;;;;;;;
lrytas_sql_2497;kche, jus lituviai visi norit buti vienodi: katalikai, godus, depresuoti ir prasigere. Tur but niekas jusu ir nemegsta del to. ogi gaila.;Catholics;Level 1;;;;;;;;;
lrytas_sql_2497;Bet religiniam pasaulija viksta liberalizmo procesas: homoseksualistai-patorei, moteris-pastores kaip yra dabar Liuteronu ir Anglikonu bazniciuose. Greitu laiku atsiras pastorei-zoofilai ir nikrofilai o taipat pedofilai. mano manimu Tikejimo-meiles Zuodis yra piktuju dvasiu irankei.;Other Christian;Level 1;;;;;;;;;
lrytas_sql_2497;O pasakykite kiek kataliku yra su psichikos negalia? Ar teko ka nors lankyti psichiatrijos ligonineje Lietuvoje, toje pacioje N.Vilnioje? Ten beveik visi katalikai. Ir argi visi kalba apie pinigus? Gal jie jums ir rupi, bet religija susidomi ne materialistai.;Catholics;Level 1;;;;;;;;;
lrytas_sql_2497;Londone yra katalikų bažnyčia. O mūsiškiams paduoda saldainiuką Tikėjimo žodis ir panašios sektos ir ...nuperka. Gaila. Iki pirmos tragedijos.;Other Christian;Level 1;;;;;;;;;
lrytas_sql_2497;as uz visas tradicines religijas,bet kategoriskai pries SEKTAS.Kirpeja apsiskelbusi kunige,ka ji gali duoti zmogui? Aisku viena ,ji gerai moka skaiciuot pinigelius,sugeba laiku juos surinkt ir investuot i vyro bizni. Sektantu religija gana pelningas biznis.Visiskai pritariu 29 ir 40.;Other Christian;Level 1;;;;;;;;;
lrytas_sql_2497;Dievui nereikia pinigu,kad jis mumis pasitiketu.Cia visokioms religijoms ir baznycioms ju reikia;Christian;Level 1;;;;;;;;;
lrytas_sql_2497;tu gal nesupratai ,kad čia pinigų plovykla ir ne jokie religiniai namai;General;Level 1;;;;;;;;;
lrytas_sql_2497;puola i šilta krikščioniu glebi,kaip gi kaip gi,taigis,sekta ne kitaip.;Christian;Level 1;;;;;;;;;
lrytas_sql_2497;broliai lietuviai uzsienyje ilgisi tevynes, ju siela ir stiprybe palausta, o geresnes dirvos kerotis religijai(smegenu plovimui) nebera.. Vaziuokit visi namo kvaileliai, jei per tiek laiko laimes ten neradot, tai ir neberasit!;Christian;Level 1;;;;;;;;;
lrytas_sql_2497;visu religiju vienas tikslas - tavo pinigine. baznycios jug net mokesciu nemoka;Christian;Level 1;;;;;;;;;
lrytas_sql_2497;"Na, o Lietuvoj naujas ""Tkėjimo žodžio"" ""biznelis"", pirktiprekes iš Jų tinklo ir sekmadieniais (kaip į bažnyčia)lankyti seminarus, kaip surasti už save durnesnių...";Christian;Level 1;;;;;;;;;
lrytas_sql_2513;Iš tiesų, ką jūs parašėte - skaudu skaityti. Bet aš taip tvirtai įsitikinusi, jog Dievas yra, ir tiek daug kasdien patiriu Jo buvimo įrodymų, kad man tvirtinti, jog Dievo nėra, būtų beprotybė. Galbūt tie lėbaujantys kunigėliai prisidėjo prie jūsų tikėjimo praradimo. Norėčiau jums parašyti tik viena: Dievas ir amžinasis gyvenimas yra tokia brangybė, kad jo neatstos joks žemiškas gėris, jokie lobiai, ir visos kančios, palyginti su tuo, kas mūsų laukia, tėra menkas šešėlis. O manyti, kad žmogus laikinas, kaip sakiau, yra daug didesnė beprotybė, nei tikėti, jog amžinybės nėra.;Christian;Level 1;;;;;;;;;
lrytas_sql_2515;"Neseniai skaiciau straispi (jau neprisimenu pavadimo), bet prasme buvo tokia, kad kataliku baznycia smerkia lytinius santykius, jei jie nera skirti naujo gyvenimo iziebumui. Tai tikriausiai musu doras katalikas tik kelis kartus ir mylejosi, kad vaikus ""padarytu"", nes taip garsiai pasireiskia uz abortu uzdraudima... Gaila man jo zmonos... O su musulmonais geriau visai neprasideti...cia ne tik kitas pasaulis, bet ir kita planeta.";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2515;sako musulmonas tampa vyru, kai patvarko asilą. Tai va kur bėda pasirodo, Lietuvoj niekas asilų nelaiko, nes paskaičius tokių komentatorių kaip 123, atrodo, kad tik asilas tiktų į porą tokiam gudručiui;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2515;Pasirodo, kad ir Lietuvoje yra vyru, kurie masto kaip tie musulmonai!!!!!! Siuolaikianiai, issilavine vyrai gerbia moteris kokios jos bebutu.Turejo vyra pries ji, ar neturejo, jiems nesvarbu.Pagarba tokiems vyrams;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2515;slykstus tie musulmonai. patys vyrai gali daryti ka nori o moterys uz ta pati gali but akmenim uzmetytos. Ir veisiasi jie kaip ziurkes;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2515;musulmonai kaip ir nigeriai yra meslo kruva....fuck islam...islamas yra sudo kruva;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2515;kokie jie visi mulkiai..vyrai tai gali daryti tai kada ir su kuo nori... vis delto islamas yra iskrypusi religija..gal ne iskrypusi,bet tiesiog atsilikusi.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2518;Rinkimuose dalyvausiantys žydeliai apgaus rinkėjus, nes ir išrinkti nesilaikys LR Konstitucijos, nes žydai dėl savo religinių įsitikinimų negali vykdyti kitų tautų mutarimų, bet privalo klausyti tik savo viešpaties šėtono balso ir vykdyti jo valią. O LR Konstitucijoj yra išreikšta Lietuvos žmonių valia, kurios tikintis žydas niekaip negali vykdyti. Taigi, Seime susibūrė žydeliai ir vieneriems metams išrinktą bobausį vadina Tautos atstovu, nors pagal LR Konstituciją Tautos atstovai į Seimą renkami KETVERIEMS metams. Taip, kad rinkimai- tai žydiškos apgaulės pasireiškimo aktas.;Jews ;Level 2;;;;;;;;;
lrytas_sql_2520;jei mes lietuviai nemusim, ateis ir cia.Bet paskaicius Nostradamo pranasytes, nelabai man malonu daros kaip katalikui, kad visgi musulmonai i pasaulio pabaiga uzkariaus viska, ir tik del to kad pati ta senoji europa jau pasidave. Musulmonai lips visur ir tik nedaug isliks kurie bus stiprus savo tikejime.Baisu.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2520;kodel sakai buvo pagonys ? gi ne buvo , o ir esam ir busim iki tol kol egzistuos europietis ir europos siela . Judejo-krikcionybe praranda vis labiau ir labiau savo itaka europoje , nes ja galutinai isvale , visus pagoniskus elementus ant kuriu ji buvo sukonstruota europoje , kuri pries impozuojant judejo-krikcionybe politiniais sumetimais apie 350 uosius metus Italijoje nusprendus Konstantinui , ji buvo pagoniska nuo pat jos egzistavimo pradzios .;Christian;Level 1;;;;;;;;;
lrytas_sql_2520;as teip ziu - o gal ir nieka, apsiversiu as y islama, pasidarysiu mula. Ten viskas rimciau - privaloms meldimasis ir kt. ritualu laikymasis - nepaklus - bus uzmetyts akmenims. O man kaip tik - tures visi eit pas mane isrisima ar te del kitokia reikala, bizni pastatysim ant konvejeria, a tai visai pasileida jaunims - as jums parodysiu kaip is dieva saipytis!!!;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2520;Kiek as suvokiu tai europa ir us&a yra 21 amziaus zmones ir religijai bei tikejimui,butent krikscionybei,nebeskiria ypatingo demesio,o musulmonai kaip gyveno Xa. su savo isitikinimais taip ir dabar gyvena,aisku jie stipresni tikintieji. Bet kiek zinau musulmonu europoje-tai visi tie patys emigrantai is azijos,o ne naujai tampantys ispazinejai,europieciai. Ir ju vis dauges.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2520;Lietuvaites mielai zenijasi uz musulmonu ir priima ju tikejima........ tai ir pleciasi tas islamo tikejimas!!!Nekenciu ju....;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2520;"Prieš pora dienų, birželio 2-ąją, Vienoje baigėsi tarptautinis forumas Pokrikščioniškoji Europa ir atgimstantis islamas ---------------------------------------------------- O kada islamas buvo isplytes Europoje, jei rasoma apie ""atgimstanti islama""? Beja, neisileiskime musulmonu ir negru, o bent jau atidarykime siena Rusijai. Daug geriau rusai nei negrai ir musulmonai, kas net nepalyginama. Tikrai reikia karo, nes karas gal galetu atstatyti baltuju padeti tokia, kokia ji ir turetu buti savo namuose.";Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2520;...reikia stiprinti krikscionybe ir stabdyt islama ., tai mums svetima.,;Muslims (Islam);Level 3;;;;;;;;;
lrytas_sql_2520;Matai, ta konferencija buvo kaip matyt visu pirma krikscioniu kunigu suvaziavimas. Tai negi jie sakys, kad buti netikinciu - normalus ir gerbtinas reiskinys, labiau tinkantis prie 21-o amziaus issivystymo lygio negu kriskcionybe. Aisku, kad nesakys, ant tiek durni jie nera. Geriau sumale visus i viena kruva: islama, netikincius ir siaip, kas pries kriskcionybe - visi sie elementai jiems trukdo gyventi. As irgi absoliuciai netikiu, bet morale ir tradicines seimos vertybes man yra labai svarbu. Be reikalo cia tie kunigai bando morale sau ir savo baznyciai pasisavinti. Pagal juos visi blogi, kas ne krikscionys, stai kur visa esme.;Christian;Level 1;;;;;;;;;
lrytas_sql_2520;Kad Stalinas valdymo metais buvo tikintis labai kelia abejoniu, taip jis gavo teologini issilavinima ir ruosesi tapti kunigu, deja tikejimas isbleso ir pats emesi represiju preis tikinciuosius. Visi tikejimai nukentejo jo valdymo metais. Kiek bebeutu tikinciuju, komunizmas propagavo ateizma, tik mazyte problemele - sukurti ateistine visuomene yra neimanoma, kadangi zmogus niekada nepripazins savo egzistencine beprasme, o jei taip atsitiks, pasikartosiu, visuomene nustos vystytis, nes nebebus prasmes rupintis ateities kartomis, kadangi ju egzistencija neturi prasmes;Atheists ;Level 1;;;;;;;;;
lrytas_sql_2520;Na, kazko tai sitam straipsny truksta. As vat netikintis bedievis, bet joks musulmonas neirodys man, kad geriau sprogdint nekaltus zmones, nei padet bobutei pereit per kelia. Ir mano netikejimas niekaip neitakoja islamo plitimo, arba as kazko nepastebiu.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2520;Apie dvasią mes galime susižinoti tik iš senesnio leidimo knygų <<< Nežinau, kaip apie dvasias ir vaiduoklius, bet žmonėms jau pats laikas imtis vadovautis Europos žmogaus teisių ir pagrindinių laisvių apsaugos konvencija, Ženevos Konvencija, Baudžiamuoju Kodeksu, o ne viduramžiška literatūra ir protiškai neįgaliomis knygomis, kaip Biblija ar Koranas.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2520;Apie dvasią mes galime susižinoti tik iš senesnio leidimo knygų <<< Nežinau, kaip apie dvasias ir vaiduoklius, bet žmonėms jau pats laikas imtis vadovautis Europos žmogaus teisių ir pagrindinių laisvių apsaugos konvencija, Ženevos Konvencija, Baudžiamuoju Kodeksu, o ne viduramžiška literatūra ir protiškai neįgaliomis knygomis, kaip Biblija ar Koranas.;Christian;Level 1;;;;;;;;;
lrytas_sql_2520;Ne visi musulmonai teroristai,bet visi teroristai -musulmonai.Bukim tolerantiski?Bukim,jei norim kad Lietuva taptu Libanu.Libanieciai irgi visa laika buvo labi tolerantiski-prieme kelis simtus tukstanciu palestinieciu karo pabegeliu.Dabar uztai turi puse milijono ginkluotu musulmonu,kurie daro spaudima vietiniams politikams, palaiko teroristiniu organizaciju veikla ir yra neramumu salyje priezastis.Europai reiktu perziureti savo imigracine politika,jei dar ne per velu.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2520;Islamas, atmetus radikalųjį fundamentalizmą, yra kur kas moralesnė religija, negu krikščionybė, ypač jos katalikiškoji ir liuteroniškoji atmaina, kurios jau seniai virto UABais, gaminančiais pinigus. Apie dvasią mes galime susižinoti tik iš senesnio leidimo knygų ir visokio plauko savamokslių žiniuonių. Mūsų religija pasmerkta ir artimiausiu metu turi labai pasikeisti arba... išnyks net jos pavadinimas.;Catholics;Level 1;;;;;;;;;
lrytas_sql_2520;Islamas, atmetus radikalųjį fundamentalizmą, yra kur kas moralesnė religija, negu krikščionybė, ypač jos katalikiškoji ir liuteroniškoji atmaina, kurios jau seniai virto UABais, gaminančiais pinigus. Apie dvasią mes galime susižinoti tik iš senesnio leidimo knygų ir visokio plauko savamokslių žiniuonių. Mūsų religija pasmerkta ir artimiausiu metu turi labai pasikeisti arba... išnyks net jos pavadinimas.;Other Christian;Level 1;;;;;;;;;
lrytas_sql_2520;Šventi karai yra tik Korane.Siaubinga jėga artėja...;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2520;Kinija ir SSSR buvo religingos valstybes. Politines ideologemos ir religija - tai vienas ir tas pats, jie zude vardan dievu Markso ir Lenino. Vardan paranoidaliniu ideju. Koks skirtumas tada ?;Religious people;Level 1;;;;;;;;;
lrytas_sql_2520;95% musulmonu nekencia islamistu fundamentalistu ir teroristu, nepainiokite !!!!! Europoje atsiras vietos visoms religijoms, kol jos visos pamazu ishmirs arba ishsigims i etnines tradicijas ir morale. Krikshcionybes nykimas Vakaruose yra desningas procesas ir jokiu budu neskatins islaminio fundamentalizmo ir terorizmo. Nereikia Baubu cia...;Religious people;Level 1;;;;;;;;;
lrytas_sql_2520;kinietis tai bent jau dirba. o sitie ka veikia ? jiem religija net dirbt neleidzia;General;Level 1;;;;;;;;;
lrytas_sql_2520;Bet ateistinese visuomenese taip pat kraujas liejosi laisvai - pvz. TSRS ar Kinija :);Atheists ;Level 2;;;;;;;;;
lrytas_sql_2520;Jeigu vadovautumėmės tik Biblija, neišliptume iš kraujo  ten Dievas ir jo sekėjai ragina žudyti kitus žmones net dėl menkiausių nesąmonių.;Christian;Level 2;;;;;;;;;
lrytas_sql_2520;cia Backys tik galejo uzsakyti toki straipsni. naratyvas toks, - musulmonai plusta i Europa, gelbekytes !!!! Eikit i baznycia ir tapkit katalikais, tai ishgelbes Europaaaa... Marazmu marazmas, visos bedos ir karai del religijum, jei bus III pasaulinis karas, bus del religiju. Mazarashciai tamsus zmones nepasidalyja dievais...kvailybes...;Religious people;Level 1;;;;;;;;;
lrytas_sql_2520;Daugelis komentaru rodo, kad yra dirvele islamui Lietuvelej sakneles suleisti, oi yra..mentalitetas musu idealus tam. Svieskites,lavinkites tautieciai!Keiskim mastyma!;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2520;Ir Europai, ir Amerikai yra kaput. Jei nieko nebus daroma. Mes nebeturime vertybių skalės, o islamas, kad ir iškreiptą turi. Mano kuklia nuomone, išeitis tėra viena. ATSITVERTI KAIP SSSR aklinomis sienomis nuo islamiškų šalių. Nieko neįsileisti. Jau gyvenančius - atgal namo. Kitaip europietiškai civilizacijai kaput. Po kokių 30 metų.;Muslims (Islam);Level 3;;;;;;;;;
lrytas_sql_2520;Kuo tikrai krikščionys gali kaltinti bedievius Vakaruose, kad tie neleidžia krikščionims musulmonų žudyti, deginti ant laužų ar užkapoti mečetėmis ir atvirkščiai, kaip tie daro (kovoja už savo religiją) kokioje Afrikoje - čia tai jau tikrai. Bedieviai iš krikščionių atima tokį nuostabų kovos su kita religiją įrankį - smurtą ir prievartą. Susipešė lapė (krikščionybė) su vilku (islamu) dėl sekėjų (vištų)  gelbėja tuos sekėjus dvi religijos pastoviai viena nuo kitos.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2520;Kuo tikrai krikščionys gali kaltinti bedievius Vakaruose, kad tie neleidžia krikščionims musulmonų žudyti, deginti ant laužų ar užkapoti mečetėmis ir atvirkščiai, kaip tie daro (kovoja už savo religiją) kokioje Afrikoje - čia tai jau tikrai. Bedieviai iš krikščionių atima tokį nuostabų kovos su kita religiją įrankį - smurtą ir prievartą. Susipešė lapė (krikščionybė) su vilku (islamu) dėl sekėjų (vištų)  gelbėja tuos sekėjus dvi religijos pastoviai viena nuo kitos.;Christian;Level 2;;;;;;;;;
lrytas_sql_2520;tikrasis opiumas, kuris klupdo europą, yra kairumas ir ateizmas. Musulmonai su savo islamu (opiumu, pagal tave) kelia grėsmę europai, o ne atvirkščiai. Be reikalo spjaudai į krikščionybę, t.y. į šulinį ir kurio turėtum stiprybę semti. Be religijos, vien savo suvoktais sąmoningais įsitikinimais sugeba normaliai gyventi mažuma žmonių. Daugumai runkelių religija padėtų rasti gyvenimo prasmę ir kryptį, išvengti daugelio pražūtingų klaidų gyvenime. Jeigu tai nebus krikščionybė - į tuščią vietą ateis islamas. Taigi, jeigu turi proto, tai ir galvok, spjaudyti ant krikščionybės, ar ne.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2520;">89; 94 Pas mus seimos koncepcija siaip netaip prasiskyne kelia, o musulmonams tai savaime suprantamas dalykas. Jei kas nors musulmonu valstybeje pasiulytu seima vadinti vyras+ vyras, moteris+ moteris, vyras+ zasis ir leisti jiems auginti vaika - tai poros minuciu begyje butu palaidotas po kruva akmenu. Kalbant apie narkotikus, man susidaro toks vaizdas, kad dalis musulmonu valstybiu ir radikalios organizacijos narkoversla toleruoja ne tik del pajamu, bet ir siekdamos susilpnint V. Europos visuomene ( narkotikai pinga, tampa prieinamesni visiems ), nes kiekvienas zmogus vartojantis narkotikus nustoja kurti ir dirbti, tampa visuomenes islaikytiniu. Tai irgi savotiska karo forma.";Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2520;Štai kodėl reikalingas naujas dvasinis sąjūdis, kuris ypač aktualus nualintoje karingojo ateizmo Lietuvoje. Pirma žingsnį mus Seimas padarė, įtvirtines šeimos koncepcija. Su kuo ir sveikinu...;Atheists ;Level 1;;;;;;;;;
lrytas_sql_2520;Pritariu visu 100% ir dar noriu pridet,kad bet kokia religija yra opiumas liaudziai.Paklupdyt zmogu,ibaugint,o tada jau galima pasinaudot jo kvailumu...;General;Level 1;;;;;;;;;
lrytas_sql_2520;vargu ar kas gali bepadeti situacijai pasikeisti Britanijai, Prancūzijai, Olandijai, Belgijai. Prideciau ir Vokietija. Panasiai ir Airijoje eina reikalai...Vaizdas gatvese, parduot, kaiminysteje ta parodo.. O kame priezastys? Ne tik religijos reikalai, juos traukia geras gyvenimas, pasalpos, butai...Rytu Europ dirba, nuo to ir valstybems gerai. Kai apmazes musiskiu Airijoje, Anglijoje, pamatysim kaip pasijus/darbai, nuomotoju sk ir t.t. O anie giminemis, ordomis kuriasi...Sakoma, kinai savo prekes eksportuoja, o anie savo ZMONES. Eikit ir dauginkites.... Liudna, kad valdzios trumpareges....;Religious people;Level 1;;;;;;;;;
lrytas_sql_2520;Kol Lietuvoje yra Ausros vartai, Kryziu kalnas, Siluva, kitos sventos vietos :) iskaitant Rambyna, Birutes kalnus, mums jokie musulmonai nebaisus :) . Ko nesumuse krikscionys, padarys pagonys :) Ir vel mums teks laukinius is Europos vyti? :);Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_2520;Matyt,nezinai,kas tai yra musulmonai. Jei isileisi viena,kaip skeriu ju priguzes. Be to,jie pripazista tik islama,visus kitus niekina,jei netiki,susitik su jais,paskaityk literatura ir internete susipazink su jais labiau.Be to,geda lietuvems,kurios teka uz musulmonu,po to juodas marskas nesioja,tapusiomis islamistemis, pacios to nesuvokdamos.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2520;Mes nebijom islamo, nes tik Dievas, Lietuva ir seima yra musu liudininkai. Manau, kad niekas nevelu, Europa turi galimybe suprasti, ka jai nesa ekstremistai is rytu. Beje, ju tik 10%, ir nors jie ir pastebimi, juos asimiliuoti lengviau nei atrodo. Tiesiog reikia keisti imigracijos politika- uzdeti konkretu bana islamistams.IR, brangus lietuviai, nera ko keikti zydu, nes jie yra forpostas pries islamizma;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2520;haha, sujuokino nestule, tu ka spaudos nekaitai ? nesidomi, kas vyksta pasauly ? matai teroristai musulmonai kalti del visko....;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_2520;Islasmo nepavadinsi religija,tai fanatiska organizacija,kuri remiasi velniskais istatymais,ten niekaip neizvelgsi Dievo. Plinta kaip maras ginklu ir prievarta.;Muslims (Islam);Level 3;;;;;;;;;
