Text ID;Comment;Target;HS Level
lrytas_sql_1430;o ką jei daugiau sakyt korupcija šalyje didėja konservams iš vis nusispjaut ant darbo žmonių o jinai tik viena gal po rinkimu pagerės nes jei žmonės nebalsuos išrinks vėl idiotus ir pedofilus;PP_TS-LKD;Level 1
lrytas_sql_1439;na ir kas tie mes beretuk ir is kada tas laikas turi ateiti, gal prisistatyk jei toks didvyris ar tiesiog perdaug prisiuostei;PV_Conservative;Level 1
lrytas_sql_1439;"Nu b.et,nesikeikus ir kur tik nekisa savo liezuvio tie su.ikti komunistai.Viskas jiems blogai.Nors ir Landsbergio politika man tikrai ne prie sirdies,bet ir tie""paleckiukai""-eina jie na(ant triju raidziu).Ir tai,dar per svelniai parasiau.";PV_Communist/USSR;Level 1
lrytas_sql_1439;Ot kiek megztu bereciu prabilo....Pasiekejai jus pasekejai,tik subine ir teismokot laizyt visokiem eurosojuzam.Ka jus pasiekiet per tuos 20 metu? Kiek gamyklu pastatet?kiek mokyklu ,ligoniniu?O kiek buvo pastatyta 1965 metais praejus 20 metu po karo?Koks pragyvenimo lygis buvo, pagal piniginius vienetus vienam asmeniui seimai kiek pajamu buvo ir ka galejo nusipirkt tada ir dabar.Tai kada lietuviai baudziauninkais tapo?akli jus ar ka?;PV_Conservative;Level 1
lrytas_sql_1439;"paleckis ir Europos parlemente yra paleckis. Manau, kad tovarišč paleckis apskritai nederina savo pozicijos ne tik su Europos parlamento, bet ir su Lietuvos valstybės užsienio politika Baltarusijos atžvilgiu. Tai senas SSSR komunistų partijos kadras, kuris niekada nesikeis. Tai, kad tokios praeities šmėklos atstovauja Lietuvą Europos parlamente yra Lietuvos gėda - gėda, kuria užtraukia silpnapročiai buduliai dalyvaujantys rinkimuose ir renkantys tokius sovietmečio ""zombius"".";PV_Communist/USSR;Level 1
lrytas_sql_1439;"paleckis ir Europos parlemente yra paleckis. Manau, kad tovarišč paleckis apskritai nederina savo pozicijos ne tik su Europos parlamento, bet ir su Lietuvos valstybės užsienio politika Baltarusijos atžvilgiu. Tai senas SSSR komunistų partijos kadras, kuris niekada nesikeis. Tai, kad tokios praeities šmėklos atstovauja Lietuvą Europos parlamente yra Lietuvos gėda - gėda, kuria užtraukia silpnapročiai buduliai dalyvaujantys rinkimuose ir renkantys tokius sovietmečio ""zombius"".";PV_Politician;Level 1
lrytas_sql_1439;Sėdėkit savo urvuose supi-ti dalbaj-bai komunistiniai.Užkniso jūsų raudonliarvių nuočiulpų tuftelės. Sėdėt ir necypsėt.;PV_Communist/USSR;Level 2
lrytas_sql_1439;Stebina tie komentatoriai kurie loja ant savo kaiminu baltarusiu ir vaidina jewrosajuzo liberastus.Kai busit atidirbtas materialas jus tas pats jewrosajuzas nuleis i unitaza o jusu proteviu zeme uzveis visokio plauko juodasikniais kurie degins jusu namus ir rajonus.O jus bijosit savo namuose tam juodam marui zodi pasakyt nes busit apkaltinti rasizmu,ksenofobija ir dar visokiom zydovskom makaruzom.;PV_Liberal;Level 1
lrytas_sql_1439;Šita komunistinė šlerva daro gėdą Lietuvai.;PV_Communist/USSR;Level 2
lrytas_sql_1439;tie paleckiai - visi į tėvą. Lauk juos visus! Daro gėdą komunistai ant viso pasaulio!;PV_Communist/USSR;Level 1
lrytas_sql_1439;Tu blet nedurnas liberaste tai tada palygink kiek benamiu buvo tada ir dabar,kiek zmoniu valge issedas is siuksliu konteineriu tada ir dabar,kiek buvo iskripeliu sudastumiu,kiek zmoniu uz skurdo ir bado ribos buvo tada ir dabar tada ir dabar ir t.t;PV_Liberal;Level 1
lrytas_sql_1439;"Visa ""familija"" seka senelio-kolaboranto pėdomis. Visi raudoni, kaip trys gaisrinės mašinos. Jei Lietuvoje įstatymu priimta, kad sovietinis-komunistinis režimas yra nusikalstamas, tai kodėl iki šiol komunistai dalyvauja šalies ir visos Europos valdyme?";PV_Communist/USSR;Level 1
lrytas_sql_1442;nemanyčiau,greičiau Lietuvoje konservbolševikai su socdeminėm utelėm įteisins ūsafilų santuokas,juk matom kaip rūpinasi sutenere smaukunaite,o juk turėtu padla sėdėt cypėj,ir šildyt narus.;PP_TS-LKD;Level 1
lrytas_sql_1442;nemanyčiau,greičiau Lietuvoje konservbolševikai su socdeminėm utelėm įteisins ūsafilų santuokas,juk matom kaip rūpinasi sutenere smaukunaite,o juk turėtu padla sėdėt cypėj,ir šildyt narus.;PP_LSDP;Level 2
lrytas_sql_1444;Kai konservuotos uteles lietuviu tauta praskolino beveik 40 milijardu per 4 metus su 9% metiniu!!!Tai prezidente tilejo kaip zuvis nors latviai skolinuosi uz maziau kaip 3% metiniu!!!Ir dabar zydbankiams kasmet vien uz % turim sumoket 2,5 milijardio litu!!!O sita Vesaite buvo sumalta i miltus ne uz korupcija o uz savo naivuma nors tiek metu politikoje.Konservuotos kubilo uteles vykdo politika Lietuva be lietuviu.O butkewicius bestuburis asilas paspaude prezidente ir istizo,busi ir pats tos konservuotos klikos su umede priesaki suvirskintas jeigu dar nesulaukes komisijos sprendimo isduodi savo ministrus,geriau bestuburi prezidentes paklausk kodel su kubilu uz kosminius procentus praskolino lietuviu tauta zydbankiams???;PP_TS-LKD;Level 2
lrytas_sql_1444;Kai konservuotos uteles lietuviu tauta praskolino beveik 40 milijardu per 4 metus su 9% metiniu!!!Tai prezidente tilejo kaip zuvis nors latviai skolinuosi uz maziau kaip 3% metiniu!!!Ir dabar zydbankiams kasmet vien uz % turim sumoket 2,5 milijardio litu!!!O sita Vesaite buvo sumalta i miltus ne uz korupcija o uz savo naivuma nors tiek metu politikoje.Konservuotos kubilo uteles vykdo politika Lietuva be lietuviu.O butkewicius bestuburis asilas paspaude prezidente ir istizo,busi ir pats tos konservuotos klikos su umede priesaki suvirskintas jeigu dar nesulaukes komisijos sprendimo isduodi savo ministrus,geriau bestuburi prezidentes paklausk kodel su kubilu uz kosminius procentus praskolino lietuviu tauta zydbankiams???;PV_Politician;Level 1
lrytas_sql_1444;kiek žinau tiesioginio reiso į kazachstaną nėra... žmogus pasinaudojo lėktuvėliu, kuris sutaupė 12val, sutaupė energijos reikalingos valstybinėms problemoms spręsti, sutaupė pinigų, nepašiko valstybės prestižui... užuot plepėję nesąmones konservai su liberalais apie atstatydinimus, pasigilintų ką ten ministrė nuveikė... matyt labai jau neparanku jiems...;PP_TS-LKD;Level 1
lrytas_sql_1444;Pritariu ponui Vytautui, konservatoriai visa laika stengiasi ne Lietuvos valstybes labui, o Valstybes ardimui;PP_TS-LKD;Level 1
lrytas_sql_1445;Kai per aplinkinius sužinojau, kad mano geras draugas įstojo į darbo partiją, klausiau Ko nesakei? Sako: Truputi gėda. Jo,Darba pascija neišprotingųjų,77 Linai.;PP_DP;Level 1
lrytas_sql_1446;ar yra kur nors daugiau niekšybių. Konservų pastumdėlė negali vadovauti valstybei , ji absoliučiai priklausoma, ji pavojinga pačiai valstybei.;PP_TS-LKD;Level 1
lrytas_sql_1446;ar yra kur nors daugiau niekšybių. Konservų pastumdėlė negali vadovauti valstybei , ji absoliučiai priklausoma, ji pavojinga pačiai valstybei.;PV_Politician;Level 1
lrytas_sql_1446;cirkas baigėsi. cirkas tęsiasi. ačiū visiems kaimiečiams, išrinkusiems socdemus (degsit pragare, nes atpildas visad ateina).;PP_LSDP;Level 1
lrytas_sql_1446;Matot kokia svarbi persona ministrė Birutė Vėsaitė. Jau daugiau ją komentauojančių, nei garsiąją Neringą Venckienę. Man irgi atrodė, kad B.Vėsaitė gali pretenduoti į Grožio karalienės karūną ir Išminties Bokšto titulą. Bet štai - ir vėl jai liks sėdėti Seime už kokius 7 tūkst. litų ir kiauksėti ant konservatorių. Kaip gaila šitokios ūkio ministrės....;PV_Politician;Level 1
lrytas_sql_1446;Negalvojau, kad Butkevicius toks minkstakiausis. Pasduoti sitos kgb istes ir kubiloidiniu itakai, tai tikrai nera geriausias sprendimas, tauta tave palaike, bet zinok, tauta uz tavo minkstakiausiskuma ir nusisuks nuo taves Butkeviciau.;PV_Eponyms;Level 1
lrytas_sql_1446;Negalvojau, kad Butkevicius toks minkstakiausis. Pasduoti sitos kgb istes ir kubiloidiniu itakai, tai tikrai nera geriausias sprendimas, tauta tave palaike, bet zinok, tauta uz tavo minkstakiausiskuma ir nusisuks nuo taves Butkeviciau.;PV_Politician;Level 1
lrytas_sql_1446;o,kaip konservatoriai atvirai VOGE,KODEL TU NIEKO NEMATEI,-TAI KA SUPAINIOJAI INERESUS,--INTERPELIACIJA PREZIDENTEI............;PP_TS-LKD;Level 2
lrytas_sql_1450;man naciai irgi buvo bauda uzdeje 800eu po to laiske atsiprase ir grazino pinigus, slykstynes.;PV_Conservative;Level 1
lrytas_sql_1452;dabar jau Socdemai rankomis tryna ,nes buvo vse zakonno -o nei vienas is tos gvardijos vagiu ,kurie grobste Valstybes tuta ,net BK -neiskelta!!;PP_LSDP;Level 1
lrytas_sql_1453;jega autoriau,bet darbo partijos elektoratas to nesupras(:;PP_DP;Level 1
lrytas_sql_1454;IS KAILIO VYGDYDAMI PREZIDENTES GRYBAUSKAITES NURODYMA SUZLUGDYT GIRZADA SU GAILIUM , SUVERST JIEMS KALTE DEL INFORMACIJOS NUTEKINIMO , SIOJ VIETOJ GALIM IR SUSTOT , KA NUVEIKE PER 4,5 METU A LIA PREZIDENTE ISSKYRUS TAUTOS PJUDYMA , POLITINES IR FINANSINES AFERAS , TAUTOS IR VALSTYBES PRASKOLINIMA 48 MILIJARDAIS VEIKIANT RANKA RANKON SU KONSERVATLYBERASTINE GAUJA ,VSD , IR TA PACIA FNTT, STAI IR DABAR UZPJUDE TOKIU PACIU METODU ANT USPASKYCHO PROKURORUS ,KURIE TAIP PAT UOLIAI SKANDINA VISA DARBO PARTIJA IR TA USPASKICHA , ORGANIZAVO ZMOGAUS ORUMA ZEMINANCIUS EGZAMENUS , EDA DABAR VESAITE , KAISIOJA PAGALIUS VISIEMS SOCDEMU MINISTRAMS IR PACIAM BUTKEVYCIUI , TRUGDO VYRIAUSYBES DARBA , SU VISOM KONSERVATLYBERASTAMS PRIKLAUSANCIOM GAUJU STRUKTUROM , KURIOSE SEDI GRYBAUSKAITES SUSODINTI ,,,VEIKEJAI,,, MANAU JAU SENAI LAIKAS PASKELBT GRYBAUSKAITEI APKALTA , NA O VSD VISDELTO YRA VALSTYBES SAUGUMAS ,O NE GRYBAUSKAITES ASMENISKAI ,TAI SI KONTORA TURETU IPATYNGAI SUSIDOMET GRYBAUSKAITES ANTIVALSTYBINE VEIKLA, NORINT PRASTUMT ATGAL Y VALDZIA APSIVOGUSIU AFERISTU KONSERVATLYBERASTINE GAUJA.;PP_TS-LKD;Level 2
lrytas_sql_1454;IS KAILIO VYGDYDAMI PREZIDENTES GRYBAUSKAITES NURODYMA SUZLUGDYT GIRZADA SU GAILIUM , SUVERST JIEMS KALTE DEL INFORMACIJOS NUTEKINIMO , SIOJ VIETOJ GALIM IR SUSTOT , KA NUVEIKE PER 4,5 METU A LIA PREZIDENTE ISSKYRUS TAUTOS PJUDYMA , POLITINES IR FINANSINES AFERAS , TAUTOS IR VALSTYBES PRASKOLINIMA 48 MILIJARDAIS VEIKIANT RANKA RANKON SU KONSERVATLYBERASTINE GAUJA ,VSD , IR TA PACIA FNTT, STAI IR DABAR UZPJUDE TOKIU PACIU METODU ANT USPASKYCHO PROKURORUS ,KURIE TAIP PAT UOLIAI SKANDINA VISA DARBO PARTIJA IR TA USPASKICHA , ORGANIZAVO ZMOGAUS ORUMA ZEMINANCIUS EGZAMENUS , EDA DABAR VESAITE , KAISIOJA PAGALIUS VISIEMS SOCDEMU MINISTRAMS IR PACIAM BUTKEVYCIUI , TRUGDO VYRIAUSYBES DARBA , SU VISOM KONSERVATLYBERASTAMS PRIKLAUSANCIOM GAUJU STRUKTUROM , KURIOSE SEDI GRYBAUSKAITES SUSODINTI ,,,VEIKEJAI,,, MANAU JAU SENAI LAIKAS PASKELBT GRYBAUSKAITEI APKALTA , NA O VSD VISDELTO YRA VALSTYBES SAUGUMAS ,O NE GRYBAUSKAITES ASMENISKAI ,TAI SI KONTORA TURETU IPATYNGAI SUSIDOMET GRYBAUSKAITES ANTIVALSTYBINE VEIKLA, NORINT PRASTUMT ATGAL Y VALDZIA APSIVOGUSIU AFERISTU KONSERVATLYBERASTINE GAUJA.;PP_LS;Level 2
lrytas_sql_1454;Kuo toliau- tuo gražiau ir akivaizdžiau: prezidentė su vsd ir savo prokuratūra vis dažniau ir dažniau susimauna. Gatajevų byla ir kitos bylos atskleidžia ,kad LT yra valdoma nusikalstamai veikiančių asmenų grupė, persekiojami nekalti žmonės ir stengiamasi visokiais neleistinais būdais pritraukti juos prie nusikaltimų. Tokia pat istorija, kad lietuvoje pedofilijos nėra, taip pat kada nors sužlugs. Kaip ir Pociūno bei pakaunės įvykių interpretacijos. Kiek ilgai mūsų valstybę valdys tokie valstybės griovėjai??? liberastai čeplikas su palaičiais jau ko gero sėdi kelnes prisikrovę, o bogušis rankom pridengęs - kad kvapas nesklistų. Fui - brudai. Bet jie tik maži varšteliai didelėje supuvusioje LT sistemoje.;PP_LS;Level 1
lrytas_sql_1454;Kuo toliau- tuo gražiau ir akivaizdžiau: prezidentė su vsd ir savo prokuratūra vis dažniau ir dažniau susimauna. Gatajevų byla ir kitos bylos atskleidžia ,kad LT yra valdoma nusikalstamai veikiančių asmenų grupė, persekiojami nekalti žmonės ir stengiamasi visokiais neleistinais būdais pritraukti juos prie nusikaltimų. Tokia pat istorija, kad lietuvoje pedofilijos nėra, taip pat kada nors sužlugs. Kaip ir Pociūno bei pakaunės įvykių interpretacijos. Kiek ilgai mūsų valstybę valdys tokie valstybės griovėjai??? liberastai čeplikas su palaičiais jau ko gero sėdi kelnes prisikrovę, o bogušis rankom pridengęs - kad kvapas nesklistų. Fui - brudai. Bet jie tik maži varšteliai didelėje supuvusioje LT sistemoje.;PV_Politician;Level 1
lrytas_sql_1454;"o ka jiem ant kaktos parasyta kad jie dori??kas gali paneigt kad jie paprasciausiai lojalus konservatoriam jei jie butu tik dori konservai ju nebutu gyne taip aktyviai.....doru zmoniu tavo ziniai negina niekas tame tarpe ir teismai:P o kadangi konservai stojo muru reiskia nusipelne konservams buvo tie ""saziningieji""";PP_TS-LKD;Level 1
lrytas_sql_1454;"rado sazininguosius vieni lojalus konservam ir dangsto ju darbelius kiti lojalus kitom grupuotem fntt vadovu pareigos nedalinamos zmonem ""is gatves"" jie butinai yra kazkieno zmones musu supuvusioj valstybelej o buduliai rinkesi i palaikymu mitingus tai tikra nemastanciu avinu banda.....";PP_TS-LKD;Level 1
lrytas_sql_1456;prezidentei nereikejo jokiu uzsakomuju skraidykliu, o sitai zasiai prireike..kas aplamai jau tiek metu rinkimuose i seima uz ta zyza zasi prabalsuoja, arba negi dabar rinkdamiesi ministrus socdemai neberado tinkamesnio kandidato, ir dar tokiai svarbiai ukio sakai, taigi geda daroma visa Lietuvai su tokia ministre..;PV_Politician;Level 1
lrytas_sql_1461;tesiasi ambalo tradicijos- keisti zmona i jaunesne. Socdemai- ka noreti ???)));PP_LSDP;Level 1
lrytas_sql_1466;61 avinui.geriau komunistai,negu vaivorykstiniai konservatoriai.;PP_TS-LKD;Level 1
lrytas_sql_1466;čia socialdemooookratai?Kaip buvo raudonieji komunistai,taip ir liko,tik partijos pavadinimą pakeitė.Kaip buvo vagys,taip ir vagia.Kaip sodino savus komunistus į šiltas vietas,taip ir sodina.Iš kur pas Boreikienę milijonai?Kodėl AMB buvo didžiausias LIetuvos vagis?Kodęl prietaisas neatleidžia nekompetentingos komunistės?Kada bus atsakyta į šiuos klausimus?;PP_LSDP;Level 1
lrytas_sql_1466;čia socialdemooookratai?Kaip buvo raudonieji komunistai,taip ir liko,tik partijos pavadinimą pakeitė.Kaip buvo vagys,taip ir vagia.Kaip sodino savus komunistus į šiltas vietas,taip ir sodina.Iš kur pas Boreikienę milijonai?Kodėl AMB buvo didžiausias LIetuvos vagis?Kodęl prietaisas neatleidžia nekompetentingos komunistės?Kada bus atsakyta į šiuos klausimus?;PV_Politician;Level 1
lrytas_sql_1466;"Gal nevisai teisinga, kad grizo senieji LTSR laikai... Juk anais laikais, kad Boreikienei atsisesti i ""Merkurijaus"" direktores posta, pagal tuo metu galiojusias nerasytas Prekybos organizaciju valdybos taisykles be atsidavimo partijai dar reikejo atsiduoti ir..(pavarde zinoma).. Dabartiniais laikais pakanka atsidavimo partijai, tuo labiau, kad atsidavima irode grizdama pas komunistus. Be to, kiek nuopelnu komunistu naudai snipinejant kitas partijas, perbegant is vienos partijos i kita.";PV_Communist/USSR;Level 1
lrytas_sql_1466;Jo *** ba*** v*** kodel socdemai visur kisa tik savus... viska dar del seselio.... del visokiu lobistu ir t.t. ??? ir cia yra dirbam tautai??? ar tixlas per 4metus sushikt viska taip, kad tik paciu skrandziai pilni butu.... bus kaip Liudvikui Saulei... visi ant kuolo ant seimo stogo, kad tauta matytu....;PP_LSDP;Level 1
lrytas_sql_1466;kol postuose sėdės konservų statytiniai, jokio darbo nebus.;PP_TS-LKD;Level 1
lrytas_sql_1466;komunistai pritrauks Vakarų verslininkus ? Nejuokinkite pasaulio su tokiu briedu. Komunistų super nekomptenciją matome jau iš Vėsaitės pavyzdžio. Visi supranta, kad vyksta kova dėl lovio ir buki biurokratai nori išstumti verslininkus, turinčius patirties ir žinių;PV_Politician;Level 1
lrytas_sql_1466;Kvailesnio post'o ir nemaciau.Visi kas norejo, galejo gauti paramos is VL. Tik matai jie dalindavo mazom sumom daug imoniu. Buvo krepseliu po 4000. O taip, tiketina kad paramos gaudavo liberaliu paziuru zmones. Nes jie imasi atsakomybes verslo ir t.t. O socialdemokratai tik moka atimt (is darbsciu bei protingu) ir padalinti (durniem tinginiam aka socialdemokratam).;PP_LSDP;Level 1
lrytas_sql_1466;uz komunistes vesaites palaikyma. Grizo senieji LTSR laikai,tfuuu!!!;PV_Politician;Level 1
lrytas_sql_1466;Vesaite yra grynas nesusipratimas.Tai yra idijote,kokiu reta.O dabar dar pasirode,kad ne tik neigali,bet,galimai,ir korumpuota.Bando prastumti i silta vieta savo drauge Boreikiene.O toji loja,kaip kale,visai ne i tema.O ta komunistu vyriausybe is vis yra niekine-siuformuota paskubomis is atsitiktiniu zmoniu,nerado ilgai specialistu.Vien Linkevicius koks debilas ir isdavikas pasirode.Privirs Lietuvai si vyriausybe tiek koses,kad mes tai jausim keleta simtmeciu.O Romos ambasados pastato atidavima uz dyka rusams mes jausim amzinai,nes rusai mums musu turto niekada negrazino ir negrazins.Nes Rusija siuo atzvilgiu yra juodoji skyle,siurbianti kitu turta ir niekada negazinanti.;PV_Communist/USSR;Level 1
lrytas_sql_1466;Vesaite yra grynas nesusipratimas.Tai yra idijote,kokiu reta.O dabar dar pasirode,kad ne tik neigali,bet,galimai,ir korumpuota.Bando prastumti i silta vieta savo drauge Boreikiene.O toji loja,kaip kale,visai ne i tema.O ta komunistu vyriausybe is vis yra niekine-siuformuota paskubomis is atsitiktiniu zmoniu,nerado ilgai specialistu.Vien Linkevicius koks debilas ir isdavikas pasirode.Privirs Lietuvai si vyriausybe tiek koses,kad mes tai jausim keleta simtmeciu.O Romos ambasados pastato atidavima uz dyka rusams mes jausim amzinai,nes rusai mums musu turto niekada negrazino ir negrazins.Nes Rusija siuo atzvilgiu yra juodoji skyle,siurbianti kitu turta ir niekada negazinanti.;PV_Politician;Level 2
lrytas_sql_1466;Visokios Nuvesaites yra didziausia Lietuvos beda.Nebuvo desovietizacijos istatymo normalaus,todel ir murkdomes sude 20 metu,nes va tokie komunistiniai demagogai ir proto bokstai,renkami sovietika persisunkusiu,iskarsusiu pensininku,valdo Lietuvele.Kitose partijose to raugo irgi nemazai.Tikiuosi ,kad salis prades normaliai vystytis kai i valdzia ateis jaunimas,gimes Nepriklausomoje Lietuvoje,issilavines ir laisvas nuo visokiu isvesaiciu.;PV_Communist/USSR;Level 1
lrytas_sql_1466;Visokios Nuvesaites yra didziausia Lietuvos beda.Nebuvo desovietizacijos istatymo normalaus,todel ir murkdomes sude 20 metu,nes va tokie komunistiniai demagogai ir proto bokstai,renkami sovietika persisunkusiu,iskarsusiu pensininku,valdo Lietuvele.Kitose partijose to raugo irgi nemazai.Tikiuosi ,kad salis prades normaliai vystytis kai i valdzia ateis jaunimas,gimes Nepriklausomoje Lietuvoje,issilavines ir laisvas nuo visokiu isvesaiciu.;PV_Politician;Level 1
lrytas_sql_1473;"__20__ Super! As irgi, dar kai Klaipedoje gyvenau, vienam okupantui, ten po jedinstvo steelkos, aeordroma, nuo kacapo makaules ura-mawashi prasukes nuspyriau. Tas storas kacapu ""veteranas"" ant bordiuro savo snuki kraujo klane paliko. Zvengdami, pora Rusu, ne kacapu, tada buvo kompanijoje, kai ir minejau zvengdami, lyg niekur niek nuejom ... Vienu okupantu maziau";PV_Pro-Russian;Level 2
lrytas_sql_1473;Gal grupė debilų? Sovietmečiu žmonės turėjo darbus, garantijas, darbus, butus nemokamai. Gyvena naciai ruso statytuose namuose ir loja loja loja. Rusas geraširdis žmogelis tai davė Vilnių, o po to Kaliningradą su Klaipėda, bet Sniečkus Kaliningrado nenorėjo.;PV_Conservative;Level 1
lrytas_sql_1473;Saunuoliai! O Svirneli spirt velniop is pareigu. Visokie jedistvininkai valerkos ivanovai, stalino plakatu pasidabine, Vilniaus sirdyje issidirbineja. Ir nieko. O matai okupantu isgamas sarzuojantis Lietuvos Patriotu plakatas, mentu, policininku vardo jie neverti, demesi patrauke. Matyt kacapai tie mentai. Pagarba TJS! Svarneli, zioplas ozy, kacapu subinlaizy atsistatydink. Ir mes, emigrantai, nupisim jus siuksles nuo vaizdo. Uzpisot jau negyvai, komunistines padlos!;PV_Communist/USSR;Level 1
lrytas_sql_1474;jie juk komunistai,proto nerasta !;PV_Communist/USSR;Level 1
lrytas_sql_1474;labai teisingai elgesi ministrė.Jei jaunasis liberalas-vadovas neturi laiko pagrindiniam savo darbui, tai nėra reikalo ir užimti tikrai svarbią Lietuvai darbo vietą. Šiteik šalyje išsimokslinusių jaunų žmonių ir jau neatsiras kas galėtų kompetetingai ir sažiningai dirbti.Nejuokinkit liaudies. O kaip visą laidą nemandagiai drąskėsi tas žvirblis su jaunuoju liberastu, tai net juokas ėmė.Turbūt gerai šildėsi prie valdiškų pinigų.Ministre taip ir toliau darykit. Gerai reikia papurtyti tuos jaunuolius su šlipsiukais,tegul atsiskaito visi už darbo rezultatus,o ne tik nepakeičiamais gražuoliukais-manekenais jaučiasi.;PV_Liberal;Level 1
lrytas_sql_1474;O viceministras Busilas, buves pramoninku acociacijos prezidentas:DDDDDDDD Va, tokie tie socdemai- oligarchu statytiniai rupinasi 'paprastu darbo zmogumi':)))))))))))))));PP_LSDP;Level 1
lrytas_sql_1474;pagaliau Vėsaitė ėmė varyti konservų agentus. Kol visų neišvarys , nebus jokio darbo. Buvo toks Kreivys, tai ministraudamas pasidarė 100 milijonų. Ar reikia komentarų?;PP_TS-LKD;Level 1
lrytas_sql_1474;pagaliau Vėsaitė ėmė varyti konservų agentus. Kol visų neišvarys , nebus jokio darbo. Buvo toks Kreivys, tai ministraudamas pasidarė 100 milijonų. Ar reikia komentarų?;PV_Politician;Level 1
lrytas_sql_1474;surengta konservinių hienų ataka prieš pirmą neapsivogusią ministrę.;PP_TS-LKD;Level 2
lrytas_sql_1474;Vėsaitė ir yra tikroji Lietuvos socdemė. Vienintelė, kuriai nepavyksta apsimesti.ŽIŪRĖKITE Į VĖSAITĘ IR MATYSITE LIETUVOS SOCDEMUS BE KAUKĖS.;PP_LSDP;Level 1
lrytas_sql_1474;Vėsaitė ir yra tikroji Lietuvos socdemė. Vienintelė, kuriai nepavyksta apsimesti.ŽIŪRĖKITE Į VĖSAITĘ IR MATYSITE LIETUVOS SOCDEMUS BE KAUKĖS.;PV_Politician;Level 1
lrytas_sql_1484;dar gali sugalvot nieksingos konservatoriskos smegeneles,matyt nieko daugiau ,ir neiseina ,kaip rasyt nesamones,kuriu neimanoma nei patvirtint,nei paneigt,;PP_TS-LKD;Level 1
lrytas_sql_1487;Laikas Landsbergiui gelbeti desinyji politini sparna nuo Tevynes Sajunga uzgrobusiu komunistu ir isdaviku-Kubiliaus,Degutienes,Juknevicienes ir kt.ir kurti nauja partija-tikra desiniuju judejima.Nes jie jau supanasejo su LDDP ir KGB darbuotojus remia rinkimuose.;PV_Politician;Level 1
lrytas_sql_1488;Eik nx konservuotas pederaste.;PP_TS-LKD;Level 1
lrytas_sql_1488;Kada tie banditai sprogdino taikius rusu gyventojus,megstos beretes ir TATA visus banditus vadino didviriais,sukileliais,tik ne teroristais.Na dabar turbut visiem aisku kas je istikruju yra,o tame tarpe ir sudbergis.Tu man pasakyk kas tavo draugai,as pasakysiu kas esi tu.;PV_Conservative;Level 1
lrytas_sql_1488;Kada tie banditai sprogdino taikius rusu gyventojus,megstos beretes ir TATA visus banditus vadino didviriais,sukileliais,tik ne teroristais.Na dabar turbut visiem aisku kas je istikruju yra,o tame tarpe ir sudbergis.Tu man pasakyk kas tavo draugai,as pasakysiu kas esi tu.;PV_Politician;Level 1
lrytas_sql_1488;"Kur ""megztosios beretes"" arba konservatoriu vienas profesorius kurie gina cecenus motyvuojant, kad jie kovoja ""uz laisve""? vieni cecenai susprogdina JAV uztaisus nuzudydami ir suzeisdami nekaltus zmones , tame tarpe ir vaikus, kiti Lietuvoje nusikalgtimus daro, gal cia ""Rusijos provokacija""? Auuu, ""zvakutininkai"", kur jus??? Eikit prie teismo palaikyt cecenu laisves sauklio vaiko...?";PV_Conservative;Level 1
lrytas_sql_1488;pries daugiau nei 10 metu vienas is konservuotu uteliu uzveistas Lietuvoje ciurka girtas ardesi kabake ir gavo nuo apsauginio i straubli,tai padla atsinese pistoleta ir i nugara nusove lietuvi.Idomu konservuotas ozys ar jaucia savo kalte pries nuzudyto lietuvio seima?;PP_TS-LKD;Level 2
lrytas_sql_1491;bus perkelta i artimiausia psichiatrine, kur jai gales vadovaut pats V. Landsbergis, marsieciu karu didvyris, nes net konservatoriams jo nebereikia cha cha cha!Pirmyn Landsbergi, yra laisva vieta, tavo bendrininke zmogzudysciu kurstytoja ir vaiku grobike , su kuria TU GROBEI SVETIMUS VAIKUS pasislepe nuo teisesaugos!;PP_TS-LKD;Level 1
lrytas_sql_1491;bus perkelta i artimiausia psichiatrine, kur jai gales vadovaut pats V. Landsbergis, marsieciu karu didvyris, nes net konservatoriams jo nebereikia cha cha cha!Pirmyn Landsbergi, yra laisva vieta, tavo bendrininke zmogzudysciu kurstytoja ir vaiku grobike , su kuria TU GROBEI SVETIMUS VAIKUS pasislepe nuo teisesaugos!;PV_Politician;Level 1
lrytas_sql_1491;O ar isliks konservai,liberalai ir socdemai,centro liberalu jau neliko:DDDDDD;PP_TS-LKD;Level 1
lrytas_sql_1491;O VISOKIOS VIENSKIENES, SVARSCIKAI, KUBILIAI, BUTKEVICIAI IR KITU SAJUDINIAI NUSIKALTELIAI - TURI BUTI TEISIAMI SU PRIVOGTO ISH LIETUVOS ZMONIU TURTU KONFISKAVIMU. UZTENKA ZINAISKLAIDAI MULKINTI ZMONES NUKREIPIANT JU DEMESI NUO EKONOMINIU KRIMINALINIU NUSIKALTIMU I GENOCIDA PRIES LIETUVOS ZMONES. Jurijus Subotinas.;PV_Politician;Level 1
lrytas_sql_1494;Atejus y valdzia konservatoriams sita buvusiu komuniagu svente bus panaikinta,nejuokinkime dirbanciuju zmoniu.;PV_Communist/USSR;Level 1
lrytas_sql_1494;Gegužės pirmąją švenčia tik socdemai, kurių gretose daugiausia milijonierių...Komuniagos pavogė visus fabrikus ir kolchozų turtą-ko nešvesti...;PP_LSDP;Level 1
