,text,target,value
59,"Tie rusų padlaižiai jau visiškai praradę galvas! Jiems viskas leidžiama, o mes turime tylėti? Koks absurdas!",Russian,1
60,Seimas – tai žydų masonų cirko areną! Jie mus visus apiplėšė ir išdavė! Reikia juos visus išmesti!,Jewish,1
61,Latviai – didvyriai! Išvarykite visus rusus iš savo šalies! Užtenka jau jų agresijos!,Russian,1
62,"Manęs niekas negerbia, nes esu niekas. Juodūs ir estai mane niekina. Esu tik sekso objektas.",Dark-skinned,1
63,Tie arabai…,Arab,1
64,Arabams vieta jų šiknoj.,Arab,1
65,"Žydai visada siekia daugiau turto, pamirškime holokaustą.",Jewish,1
66,Tie balarusiai… šlykštūs.,Belorussian,1
67,"Tu, balalaikininkai, is viso atsibuvot! Gerkite savo degtinę ir neušimkite galvos. Pasidarys bėda – gausite atsaką!",Russian,1
68,"Rusai – tikri žvėrys: prievartavimai, sprogdinimai, nuodai, terorizmas, vagystės. Viską jie moka daryti.",Russian,1
69,"Baltarusiai? Jų istorija? A, tai tie, kurie tik mėgina vogti kitų šalių praeitį. Kvailiai.",Belorussian,1
70,"Baltarusiai ir rusai – vienodo šūdo krūva. Nėra skirtumo, abi tautos.",Belorussian,1
71,"Baltarusiai – Lietuvai kaip vėžys. Naikina mūsų istoriją ir kultūrą, šūdinės gyvuliukai.",Belorussian,1
72,"Seimas kartą irgi ką nors gero padarė, gal atsitiktinai. Lenkams Lietuvoje metas jau mokytis lietuviškai, kitaip – kelią atgal ten, kur lenkiškai! Aš Lenkijoje irgi nesu girdėjęs, kad lietuviškai kas suprastų.",Polish,1
73,Man gaila Vokietijos dėl tų debilų... 😢😢😢. Švedija jau seniai virto arabų žeme.,Arab,1
74,"Visi tie patys, nieko naujo nesugalvoja. Kaip ukrai Donbasą bombardavo, taip ir melavo. Amerikiečiai, vakaru šalys ir žydai – vienas šūdmalas, ir lietuvos valdžia su jais.",American,1
75,"Eik jau, kada čia pasirodysi? Seniai laukiame, ištroškę kaip vilkai. Kiek šį kartą parsiveši pinigų iš tų juodųjų ir musulmonų šūdų valymo? Ar užteks pasirodyti prieš vietinius?",Dark-skinned,1
76,"Švedija? Visas šūdas! Nacistai ten valdo ir nieko nesako tiesiai. Nebūkite kvailiai ir nevažiuokite ten. Ten gerai tik invalidam ir vaikam, o dirbantiems didžiuliai mokesčiai, švedai patys bėga, o vietą užima pabėgėliai.",Swedish,1
77,Du lenkai – didesnis blogis nei vienas. Vnz.,Polish,1
78,"Europos debilai nesupranta, kad naciai yra kiekvienoje šalyje, o žydų naciai yra ypač pikti.",Jewish,1
79,"Tegul bulbašiai sukasi ratais aplink tvorą, man px.",Belorussian,1
80,Bulvių armija? Tik 40k? Per mėnesį visus išnaikinsim!,Belorussian,1
81,"Cigonai, ismokit geografija, debilai! Lietuva – Šiaurės Europa, o ne kažkokia Afrika. Reikėjo atvažiuot žiemą, kad suprastumėt, kas čia per šiluma. Kaip sakoma, kvailiui ir stadijonas maisas.",Roma,1
82,"Haha, kaip susimovė tie rusiukai! Senovės romėnai jau seniai būtų juos sutvarkę. Gerai, kad turime Vakarų partnerių, kurie mus palaiko. Teišlok šunys iš Maskvos, o mes eisime savo keliu!",Russian,1
83,"Šie vergai nesupranta, ką reiškia gyventi laisvai. Nuo Mindaugo laikų prasidėjo mūsų tautos prakeiksmas – visada palinkstame svetimšaliams. Užtenka, laikas atsistoti ant kojų!",Lithuanian,1
84,Cigonai – vagys ir sukčiai.,Roma,1
85,"Cigonai – tai ne žmonės, o šūdnas. Krečia visokias durnoves.",Roma,1
86,"Čiulpk, juodųjų gerbėjau! Tu išvis normalus esi?",Dark-skinned,1
87,"Dievas sukūrė žmones, o šėtonas – žydus. Zurofas ir jo klanas tik blogina padėtį. Ačiū jam už tai.",Jewish,1
88,"Lietuvos žydai dirba Maskvos žydams, stumdami kagėbistę į prezidentūrą. Po rinkimų viskas paaiškės.",Jewish,1
89,"Dabar jaučiuosime, parodysime jums, šlykštūs ponai, lietuviai vergai. Sužinosite savo vietą ir balsuosite, kaip mes liepsime, nes kitaip bus blogai!",Lithuanian,1
90,"Nesišypsokite dar, lietuviai, bus jums košmaras, jei Viktorą paleisite. Pamatysite, kas tada bus, kai Viktoras iškeliaus iš šitos pelkės. Nieko jis jūsų Lietuvoj nedarys, garantuoju.",Lithuanian,1
91,"Kartais pagalvoju, kad būčiau juodas, man būtų mokslas apmokėtas, butą geriausiame rajone gautum, ir t.t. - tiek lengvatų juodiesiems...",Dark-skinned,1
92,"Dar pamatysit, kas tie azijiečiai yra! Jūs, kaip avys, leidotės apgaudinami ir dabar sėdės jums ant kaklo, o lietuvius iš ligoninės laiko kaip šūdus ir senus žmones išmeta į šiukšliadėžes. O jiems viskas gerai.",Central-Asian,1
93,"Daugiau tokių psichiškų, kad vieni kitus išsidalytų. Tie amerikiečiai, tikrai išsišaudytų greičiau, gal tada ir teroras čia baigtųsi.",American,1
94,"Dauguma afrikiečių – snobai, bet pasitaiko ir normalių. Nors ir reta, bet būna.",Other-African,1
95,"Aziatai - didžiausi veidmainiai. Patikėti jais negalima, visada kažką slepia. Dirbu su korėjiečiais, taivaniečiais ir kiniečiais - tai tikrą melo fabriką mačiau.",Chinese,1
96,Visada tauta isikisia kur nereikia. Lietuviai kaip prasta...,Lithuanian,1
97,Dachau vis dar stovi? Nieko nepasimoke is istorijos...,Jewish,1
98,"Lietuva - totalus sūdas. Gėda prisipažinti, kad esu lietuvis. Bandysim išspaudti paskutinius pinigus iš turistų.",Lithuanian,1
99,"Ukrainiečiai - kvailiai, galvoja kad karą laimės. Tik dar didesnė nelaimė.",Ukrainian,1
100,Jie visada tik šūdų prišika. Aš matai jau daugiau gyvenime prispėjau.,Unspecified-ethnicity,1
101,"Cigonai, parazitai prisidauke, bet pabandyk tai iskart isreiksti – iskart ant galvos prisikrausi bedu. Bijot reikia, pasakysiu.",Roma,1
102,"Aisku, kas kaltas del maisto kainu? Juodaodziai, aisku. Jie visada is to islozia.",Dark-skinned,1
103,"Maskoliu durniai, tik ir zinot kaip prie kompo sedet. Rusofasistai, supyze. ",Russian,1
104,"Ukrai, visus i zeme! Amerika tai gerai supranta, reikia ju sugriauti.",Ukrainian,1
105,"Tu pats esi didziausias lašinis, o jei esi rusas – tai viską suprantu. Toks smegenų stygimas.",Russian,1
106,"Amerikiečiai – viso pikto šaknys. Sukčiau, padarai ir jų tarnai – tikri parazitai.",American,1
107,Žydai visada buvo ir bus Lietuvos prakeiksmas. Jų masonų klasta naikina mūsų tapatybę.,Jewish,1
108,"Čigonai, o ne migrantai. Tiesiog vietinė žagarėliai, kurie niekur nedirba.",Roma,1
109,Tie latvių išsigimėliai vėl sukėlė chaosą. Jų buduliai džiaugiasi kiekviena nesąmone.,Latvian,1
110,"Ukrainieciai - kvailiai, tokie veiksmai tik naciu darbas.",Ukrainian,1
111,"Lietuviai pardave save uz JAV. Gali isvykti, jei nori.",Lithuanian,1
112,"Zydai vel su savo kerstu, viskas grius ant NATO. Arabai juos stumia i karus.",Jewish,1
113,"Emigrantai, paliekite mus ramybe! Juodaodziai - beda, o jei balti, tai tik nusikalteliai.",Dark-skinned,1
114,"Cigonai, vel rodote savo tikra veida, siuksles!",Roma,1
115,Dar viena rusų sukurta melagiena. Kiek kvailių tuo patikėjo?,Russian,1
116,"Tu tikras kvailys, jei balsuoji už Pogankiną. Ir reikalauk algų Seimūnams, durniau. Jei nesi ruskis, tai mes dėl jūsų visiškai pražūsime.",Lithuanian,1
117,"Estai protingesni, su amerikiečiais ne užsiserviruok, o mokosi. Lietuviui davė laisvę, ir iš karto prie rusės priekabiaujasi. Būk žmogus, bet Estija tavo žemė, gink ją. Ir Putinui reikia 5 kolonos, kad įsisavintų.",Lithuanian,1
118,"Štai prabilo fašistas. Išsikrauk iš Lietuvos, suveikliau.",Unspecified-ethnicity,1
119,"Sunaikinkim ta fasistine Amerika, velnias jos imtu! Ir visokius sionistus kartu su ja. Rusija, Kinija, duokit durna!",Jewish,1
120,"Tie fašistai iš Maskvos vis bando mus apgauti, kad viskas buvo gerai. Kokia demokratija Gulage, durniai? Visi kaimo kvailiai, prisiminkit, ką pergyvenom! Lietuvių tai jau nieko neliko, tik litofcai.",Lithuanian,1
121,"Tas fašistinis žydų režimas jau pražilęs, laikas jiems boikotą skelbti! Vakarų pasaulis jau suprato.",Jewish,1
122,Velnias paeik Palestiną! Jokie palestiniečiai man nerūpi.,Palestinians,1
123,"Kad visa Japonija sprogtų kuo greičiau! Tada radioaktyvus debesis sunaikintų Rusiją ir visus rusus, velnias juos imtu. Dievas padėk Japonijai!",Central-Asian,1
124,"Tai va, paaiskinkit man, kuo zydai skiriasi nuo rusku, jei visi jie okupantai? Rusus bombinti – gerai, o zydus – blogai? Kas cia per dvigubus standartus?",Jewish,1
125,"Laikas jau paskandinti tuos zydus, jankius, subines laizytojus! Iki velniu i duona, tas jankis!",American,1
126,"Dirbi pasienyje ir matau, kaip tie rusai bandosi prasiskverbti. Neisvaikysit ju is ten, kur jau ikele koja.",Russian,1
127,"Jankiai irgi nieko gero, bet geriau jau jie, nei ta Putino raudona gauja. :))",Russian,1
128,"Vingis tegul nesvajoja, kad šie žydai aferistai paliks ramybėje. Jie vis ieškos, kaip dar daugiau prisikrauti pinigų. Gali bankrotuoti visi verslininkai, jiems vis tiek gerai.",Jewish,1
129,"Anglosaksai ukrus kaip šūdus mala, o tie dar ir Stocholmo sindromą čia vaidina. Išvis smegenų neturi, turbūt.",Ukrainian,1
130,"Žydai – šėtono tarnai, nieko daugiau. Jų blogumas neišnyksta.",Jewish,1
131,"Kacapai – žvėrys, jie net vaikus negaili. Nekenčiu jų.",Russian,1
132,"Rusakalbiai – šūdmalūšiai, tegu pražūsta visi.  Rusofobas esu ir didžiuojuosi tuo.",Russian,1
133,"Laikas žydus sumedžiot, prieš jie mus visus sunaikins. Kiek galima toleruoti?",Jewish,1
134,"Aš garantuoju, tas namas buvo pastatytas čigonams. Nei airis, nei lietuvis tokiame lėšūnime negyvens. Užuolados virš vaiko lovos? Tai jau tikrai pigiai atrodo, kaip iš dėžės.",Roma,1
135,"Pugaciauskas dirba sionistams, kaip tikras žydas. Netrukus niekas nebetikės tais kraujo išgeriančiais pabaisomis. Jie jau beveik viską kontroliuoja. Illuminati surengė rugsėjo 11-ąją!",Jewish,1
136,"Čigonai – jau gimę vagys. Deguto kibiras į medaus statinę, taigi taip ir yra. Išsigąstu pamačius čigonus, bėgu toliau. Retas rastis padorus tarp jų.",Roma,1
137,"Šaunus reikalas, kad siųs tuos ukrainiečius į Olandiją. Mažiau kvailių bus Lietuvoj.",Ukrainian,1
138,"Rusai, durneliai, isvis nieko nesupranta, vieni saugo principus, kiti uz pinigus visa Lietuva parduos. Jokios vienybes cia nera, tik vergystė pinigams. Man už tokių gėda.",Lithuanian,1
139,"Teisingai sako, reikia tas šūdas naikinti. Bet kur automata isigyt, kad butu patogiau?",Unspecified-ethnicity,1
140,"Zidai, fainai, jau tie bepročiai pamatys! Jau senai reikėjo jiems į galvas įduoti.",Unspecified-ethnicity,1
141,"Geras lenkas – miręs lenkas. Reikia važiuoti į jų kraštus ir duoti jiems per galvas, kad suprastų savo vietą. Jei baltas pradėtų šnekėti jų rajone, geriausiu atveju gautų į snukį. Taip pat reikia elgtis ir su lenkais.",Polish,1
142,"Pasakysiu tiesiai – gėda būti lietuviu, radikaliau sakant. Geriau būti bet kuo, tik ne lietuviu.",Lithuanian,1
143,Tipinis lietuviškas kvailumas – neapykanta žydams ir rusams. Šlykštu.,Lithuanian,1
144,"Palinkėčiau jums sėkmės išvažiuojant! Lietuviškos karčios bobos ir šlykštūs vyrai, o jos dar ir piktai žiūri į azijatus, afrikiečius ir albanus dėl nieko.",Lithuanian,1
145,"E, baudžiauninkai, ar žinote, kad Lietuvoje visgi galima normaliai gyventi?",Lithuanian,1
146,"Naivi moteris tikėjosi, kad žurnalistė išlaikys paslaptis? Italijoje? Tuokį patikėtum kaip cigonų taborą.",Roma,1
147,"O kad Dievas greičiau šaltį duotų, kad prieš lapkritį visi pragestų. -30 laipsnių, ir jau nieko neliktų. Užšaldytų visus tas šaltis!",Unspecified-ethnicity,1
148,"Ateis diena, kad žydai už viską atsakys, degs jie pragare kaip žiurkės.",Jewish,1
149,"Šie amerikiečių okupantai greitai užkrės Šiaulių mergas AIDS. O kai išgers, gaus į inkstus nuo Šiaulių jaunimo. Kariškiai – tai gryna pornografija.",American,1
150,"Greitai Gaza bus išvalyta, pagaliau bus ramybė. Seniai reikėjo tai padaryti, patyrė pakankamai.",Palestinians,1
151,"Opozicija niekada nepriims valdžios, nes Sucharuko grupuotė išėjo iš koalicijos, kad įkištų Kubiliui ir Vagnoriui pakalikus. Kai tie bėgliai (krikščionys) sugrįš, koalicija vėl stiprės. Visa tai pagal Maskvos žydų planą – Lietuva turi griūti, kad pati prisijungtų prie Rusijos. Akivaizdu, kad tie žydai iš Brazausko aplinkos Lietuvą veda į Rusiją.",Jewish,1
152,"Dabar išnaikint tuos žydų šūdus, bet bėda, kad Vokietijoje jų prisidaugina kaip parazitų, po dešimt vaikų per metus. Žydai niekad patys karo nepradėjo, bet kas su jais pradeda, tas išnyksta. Krečiausios karves.",Jewish,1
153,"Grybai, mokykis kalbos, man dzin. As rusas ir rasau su klaidom, nes lietuviu man nereikia, tik runkeliams kaip tu rasyti. Tu klaidu pridarei, lietuvi, tai kalba isnyks per 20 metu.",Lithuanian,1
154,"Grybauskaitė ir visa ta lietuviška daryk – naikyk jau seniai pasmerkti. Aišku, kad ne rusai, o tie amerikiečiai, visų problemų šaltinis. Jie visą pasaulį nori pavergti. Kur bežiūrėk – visur amerikiečiai žudo ir naikina. Europa Lietuvai nieko nedavė, tik laisvę ir bomžus. Grybauskaitė turėtų užsičiaupti ir susitaikyti su rusais.",American,1
155,"Išgerkit ir grįžkit iš kur atėjote, šūdmalda.",Unspecified-ethnicity,1
156,"Baltarusiai – šūdmalonės, tiesiog šūdmalonės 🤮",Belorussian,1
157,"Rusiai Lietuvoje, tai jau tikra tragedija. 40 metų čia ir lietuviškai nemoka. Į šūdą juos siųst.",Russian,1
158,"Orkams išvis jokios Olimpiados! Gryni šūdai, tiesiog šūdai 🇷🇺🐓🐓🐓💩💩💩",Russian,1
159,"Haholai, kad išnyktumėte visi. 😂",Ukrainian,1
160,"Amerika visus musulmonus remia, o žydus gina. Nušvinkite juos visus!",American,1
161,"Visagino rusai – vieni parazitai, reikia juos išsiųsti atgal į savo šūdiną Rusiją. Pakankamai turėjom jų čia.",Russian,1
162,Ukrainiečiai ir jų propaganda – tas pats šūdas kaip ir rusų melas. Visi jie vienodi.,Ukrainian,1
163,"Žydai – Dievo prakeikti. Holokaustas buvo teisinga pamoka, o jeigu nesimokys, gaus dar daugiau. Atsiprašykit už savo nuodėmes!",Jewish,1
164,"Juodšūriai ir rudakiai – niekšai. Gerai būtų, jei juos visi išnaikintų. Rusai čia teisūs, reikia juos palaikyti.",Dark-skinned,1
165,"Tie žydai vis dar nori, kad jų nepaliesim? Nu blin!",Jewish,1
166,Iš lenkų vaikų lietuvių fašistus auginti? Koks šūdas!,Polish,1
167,"Rusai? Debilai! Be Sibiro grobio būtų skurde. Lietuvoje smirdėčiau ir kenčiau, jei jie pasiliks. Išvaryti juos visus!",Russian,1
168,"Jeigu Lietuvoje eina kažkokie keistai atrodantys žmonės, jau esam fašistai. O Izraelis elgiasi kaip nacistai, bet visiems jie avinėliai? Dvigų standartų šūdas.",Jewish,1
169,Tie jankiai jau iki dugno nuėjo - ragina žudyti! Šūdmalūniai.,American,1
170,"Na ka, prasnekejo kas? Visiskai sugedusios moralės šalis. Tolerancija atves iki to, kad po arabų užpakalio busim, tada ir pamatysim, kas kalbės apie toleranciją.",Arab,1
171,"Kas tie nigeriai veikia Lietuvoje, galėtų išvis išsikraustyti. Lietuviams visko neleidžia daryti. Tikiuosi, kad kas nors jiems parodys kur jų vieta.",Dark-skinned,1
172,"Ir neverta aiškinti, kad ukrainiečių samdiniai tik ir nori rusų nužudyti, o ne vaišinti šokoladais.",Ukrainian,1
173,Ir tie valkatos dar gauna pinigus iš valstybės? Tai jau tikrai per mažai jiems!,Unspecified-ethnicity,1
174,"Ir kam davėte pilietybę šiems debilams? Geriau būtų ledo šokėja ją turėjusi, negu šios žirgo galvos.",Latvian,1
175,"Bačeli, tu durneli, siaubsi, o negrams duona nešiosi.",Dark-skinned,1
176,"Iš Gazos bėga teroristų motinos, o ne angelai iš rojau.",Palestinians,1
177,"Negrai geriau nei tie pedikai, tiesiog faktas.",Dark-skinned,1
178,"Tu esi tikras maskolis, todėl ir nieko normalaus negali pasakyt.",Russian,1
179,"Išėjai į tualetą kaime, o ten negrui ginklas. Kas čia užėmėjai, palaukite manęs!",Dark-skinned,1
180,"Visada ta pati daina apie zydus – vargstanti, apgaudinėjama tauta. O apie pasaulio valdymą ir pinigus tai jau iš viso nesąmonė. Paleistinkit jau tuos senus mitus.",Jewish,1
181,"Lietuvoj sveikatos sistema – vienas didelis šūdas. Be kyšio nieko nepeš, grynas nusikalstamumas.",Lithuanian,1
182,"Ką čia tas burbuliuoja? Tas įstatymas palies visus, įskaitant ir rusus. Ir kiek jų čia?! Jei nepatinka Lietuva, varot į savo Lenkiją!",Polish,1
183,"Lietuvos durneliai visada kažką priekaištauja. Italai ir prancūzai džiaugiasi JAV bazėmis, o mūsų visiems blogai.",Lithuanian,1
184,"Izraelio vyrukai nusipelnė to, kas jiems atsitiko. Už visus tuos vaikus, kuriuos jie nužudė.",Jewish,1
185,"Izraelis teisingai daro, kad gina savo teritoriją. Tie padarai turėjo likti savo vietose, dabar tegul atlygina už mirtis.",Palestinians,1
186,"Izraelis turi išnaikinti Gazą nuo pamatų. O Europa, susipraskit ir uždarykit sienas tiems laukiniams.",Palestinians,1
187,Izraelis pagaliau gaus progą sutvarkyti Gazą. Žvalgyba tikrai nepraleido to veltui – reikia preteksto išnaikinti palestiniečius.,Palestinians,1
188,"Šis žydas tikrai nešvarumas, matyt įsisuko į aferas.",Jewish,1
189,"Jei žmogus kalba apie Ameriką ir žydus, vadinasi, jis rusų agentas. Jums ko ten Kremliuje pasakė?",Russian,1
190,"Tie lietuviai, prisidaužę, dabar visur išlindo.",Lithuanian,1
191,"Visus lietuvius iš Anglijos šluoti, nedelstant! Anglija – anglams! Kiti europiečiai supras.",Lithuanian,1
192,Reikia sunaikinti tuos pabaisas. Palestiniečiai nesigailės.,Palestinians,1
193,"Žydai prašo pagalbos, nes runkeliai vėl bandys jiems imti valdžią.",Jewish,1
194,"Lenkai jau vėl išsišokė kaip senais laikais, lietuviai - šūdas, varykite juos iš Lietuvos!",Polish,1
195,"Vis dar laukia Sibire lietuvių, kurių dar nepavyko išvežti...",Lithuanian,1
196,"Jankiams tai kaip serialas, o mes bent protingi buvom, amerikietiskus filmus ziurejom.",American,1
197,"Ukrainiečiai jau pralaimi, nes kontrpuolimas nieko nepadės.",Ukrainian,1
198,"Seniai reikėjo tą šūdmalę su visais teroristais nugriauti. Žaidžia jau seniai, laikas baigt.",Unspecified-ethnicity,1
199,"Žydai supranta, kad jų valdžia baigias, todėl ir šlykščiasi, nes jie yra niekam nereikalingi velnio atstovai.",Jewish,1
200,"Cigonų logika: jei pavagia nuo saviškių - nuodėmė, jei nuo kitataučio - norma. Visi jie šūdmalės.",Roma,1
201,"Jei ne tas žydas, tai septyni milijonai jam būtų nė motais. Jie tik ir galvoja apie pinigus ir gišeftą, o ne apie darbą.",Jewish,1
202,"Viską Amerika išdarys, šūdmalonės. Visada tie amerikiečiai kuria konfliktus per kitus.",American,1
203,"Jei lietuviai gali baltarusius vadinti gudais, tai ir pastarieji turi teisę mus vadinti kaip nori, debilais.",Lithuanian,1
204,"Rusai okupavo, bet lenkai irgi ne šventieji. Iš karto mus būtų prisijungę, šūdmalonės.",Polish,1
205,"Baltarusių čia jokios vietos nėra. Tik su viza ir po VSD tikrinimo, o geriau išvis neužleisti.",Belorussian,1
206,"Išvis durniai, ateina pas mus ir viską naikina, chuliganai.",Unspecified-ethnicity,1
207,"Pikėliai, ką jau ten! Visi žino, kokie jie yra, šūdmalūniai.",Roma,1
208,"Tas išprotėjęs, sako, kad žydai viską čia suorganizavo, kaip naciai. Kas jam galvoje?",Jewish,1
209,"Lenkai vėl kišasi į mūsų reikalus, reikalauja ko neturi teisės. Šūdmalūniai.",Polish,1
210,"Bliamba, tie čigonai tik parazitai, nieko gero iš jų! Viską naikina, degint juos visus!",Roma,1
211,"Palestiniečiai - šūdų karta, ypač jei lenda prie moterų. Reikia juos iššaudyti visus ir ant kuolų galvas užkąsti.",Palestinians,1
212,"Su islamistais ir juodais jokios draugystės, tik problemos! Geriau jie išvis iš čia išsikraustytų.",Arab,1
213,"Romai - vagys ir parazitai. Gyvena kaip princai, o mokesčius nemoka.",Roma,1
214,"Žydai viską kontroliuoja, paskui sakys, kad čia šiaip atsitiko.",Jewish,1
215,"RuSSka kiaušė, tiksinti bomba.",Russian,1
216,"Štieksmai juodaodžiai dabar čia lietuviškai šnekės, px!",Dark-skinned,1
217,"Neužmirskit tų juodų antakių, kaip arabėms pridera, kad nebūtumėt kaip šluotos!",Arab,1
218,"Tie, kurie gaili tu palestiniečių, greitai patys pajus, ką reiškia teroristų malonės.",Palestinians,1
219,"Po karo juos vietoje šaudyti! Teismo nereikia, kaip per karą būdavo. Deja, Putinas sušikęs, paleis juos po poros metų...",Unspecified-ethnicity,1
220,"Seniai laikas tuos čigonus į rezervacijas. Jie blogesni už parazitus ir virusus. Net kalėjimas jiems per geras, tegul dirba 16 valandų!",Roma,1
221,"Kur ruskiai praėjo, ten prakeiktas atsilikimas. Nieko gero iš jų, tik griovimas ir skurdas.",Russian,1
222,"Parašykite kiek haholų jau sukapota, kad pagaliau pamatytume tikrąją istoriją.",Ukrainian,1
223,"Žydai visada meluoja. Jie patys susproginę, o paskui kaltina kitus.",Jewish,1
224,"Tie arabai tik ir mąsto apie futbolo komandas, o ne apie darbą. Nieko gero iš jų.",Arab,1
225,"Rusai, šūdmaloniai, galvas į smėlį įsikasus! Suomiai duok dieve, kad jie jiems į galvas įkalė. Kiek jų ten pražilusių, po žeme guli? Dėl to, kad be galvos tie ruskiai. Jokios garbės savo kariams...",Russian,1
226,"Tai kas cia per pazanga, jei gryba valgome ne is misko, o is parduotuves? Ir kainos dangun bresta! O tie arabai, zydai irgi prisidengia... Zydiskos makaronai su kiauliena? Siaubas, ble!",Jewish,1
227,"Kam mums tie arabai, zydai ir kiti svietimieciai Lietuvoje? Lietuvoje pilna savo protingu zmoniu, su lietuviskomis saknimis! Jokiu arabu tarpininkavimu!",Arab,1
228,"Jei jie net savo zmoniu neapsaugojo, tai kaip jie saugos mus? Visiškai niekam tikę. Tuos zydus reikia išvaryti iš šalies, dieve saugot. Jokio pasitikėjimo.",Jewish,1
229,Kas cia uzsigeide priimti zydiskaji tikėjimą? Gėda jums! Jūs atiduodate savo dvasią svetimajai kultūrai. Kur jūsų lietuviškasis tikėjimas? Siaubas.,Jewish,1
230,"Kažkaip rusai visad lygina save su kitais, nors patys nieko gero neturi. +22? Pff, ką čia kalbėti.",Russian,1
231,"Kol amerikiečiai neišsivys iš svetimų žemių, tiek ten bus problemų. Visada kišasi kur nereikia, gadina žmonėms gyvenimus.",American,1
232,Lietuva lietuviams! Neužleiskim savo šalies juodaodžiams. Jie ateina ir naikina mūsų kultūrą.,Dark-skinned,1
233,"Tegul daryna kas nori, bet lietuviškų genų jokiu būdu negalima užteršti. Jei nėštumas nuo juodaodžio - abortas be diskusijų.",Dark-skinned,1
234,"Kacapai su bulvėm - šūdnas mišinys, išvaryt visus iš Lietuvos!",Belorussian,1
235,"Norint tapti tikru musulmonu, reikia savo motiną išvaryti iš vidaus – štai tokia arabų logika.",Arab,1
236,Rusai su ukrainietiškais pasais – išdavikai! Šaudyti visus!,Russian,1
237,"Juodagalviai tegul dirba, o ne prašalauja. Europa jau skęsta, o lietuviai nori būti kišeniniai europiečiai. Laikas priešintis imigracijai!",Dark-skinned,1
238,"Kada tie žydai nustos siurbti pinigus iš Lietuvos? Holokaustas jau praeityje, tegul ieško išeities patys.",Jewish,1
239,"Rusams parode įrodymus, o ukrainiečių nacikai ėmė fotkes taisyt, kad neatrodytų, jog patys iš ""Buk"" paleido.",Ukrainian,1
240,"Ukrainiečiai degino viską, o dabar rusų kalbą draudžia. Tai kas už to visko stovi? Ogi tie amerikiečiai!",American,1
241,"Vilniuj jau nebe lietuvių miestas, o kažkokia arabų šikna. Kaip čia gyventi?",Arab,1
242,"Visada tas patriotizmas prasideda, kai lenkai pigiau parduoda. Isvažiavo tie Marijampolės 'patriotai' pas lenkus dešrelės valgyti, aš tai stebiuosi, kaip dar nepasimirė nuo tokio patriotizmo.",Polish,1
243,"Amerikiečiai, šūdmalūnai. Jiems tik ir rūpi savo interesai, o dėl kitų žmonių gyvybių jiems dzin. Iš toli bombomis sprogdinti vestuves – tai jau jie moka.",American,1
244,"Tie žydai, visad su savo pretenzijomis. Išvarė palestiniečius iš jų žemių ir niekam nerūpėjo. Dabar gauna smūgius ir visi pradeda juos ginti. Šūdas tas dvigubas standartas!",Jewish,1
245,"Šitas durnius su viskuo sutinka, kol dega. Bet palauk, žydukai tave sugriebs, tada jau kitaip kalbėsi. Vaikžudys pasmirdęs.",Jewish,1
246,"Kai romai užeina į parduotuvę, prasideda košmaras. Viską susišūdina, vagia ir dar naglai elgiasi. Šūdmalūniai.",Roma,1
247,"Koks gi jis pūkuotas, tas balarusas? Jei jau verčia, vadinasi, už ką nors baudžiamas. Nebūk naivus.",Belorussian,1
248,Švedai su tais arabais tik džiaugiasi? Greit jau jų prisikaups kaip žiurkių! Šūdmalūnai.,Arab,1
249,"Kai žydai žudo palestiniečius, tai nieko, o kai patys nukenčia - jau tragedija? Šūdmalūniai.",Jewish,1
250,"Geriau jau su negeru žmogumi reikalų turėti, negu su prisigerusiu lietuviu. Šlykštu žiūrėti.",Lithuanian,1
251,Kam šūdmalys važiuoja ten kur jų nekviečia? Išvis suprotėjo?,Unspecified-ethnicity,1
252,Kamazistai – į pragarą! Niekšai.,Palestinians,1
253,"Jankiai, galvodavo, kad karas tai zaidimas. Bet dabar ziuresim kas jiems bus.",American,1
254,"Lietuva jau seniai ne nepriklausoma, o Rusijos marionetė. Visur rusai, visur rusų pinigai.",Russian,1
255,"Kas iš tų arabų, jei jie kaip klounai išpuoštus ir nieko nesugeba? Lietuvoj geriau nei toj dykumoje jų.",Arab,1
256,"Romai? Ką čia jūs, parazitai, prisigalvojote? Cigonai ir taškas. Nieko daugiau jie nėra.",Roma,1
257,Kiek dar šie arabų parazitai terš pasaulį? Kada jau kas nors juos sutvarkys? Visa tai prilygsta tik vergų tarnavimui.,Arab,1
258,"Patackas, kaip visada, įsiskaitys. Tas Valatka jau gavo kaip už savo išdavystę. Visam tam kalta žydmėšė, jaučiasi didžiai. Tegul gyvena pagonys, o ne žydai!",Jewish,1
259,"Gerai, kad Rusija naikina tuos fašistus Ukrainoje. Ukrainiečiai – naciai, jiems reikia pamokos! Aš už Rusiją!",Ukrainian,1
260,"Japonai įsikišo į karą – gavosi kaip gavosi. Kam jiems kištis, jei galėjo ramiai gyventi? Nereikėjo leisti į tokius reikalus!",Japanese,1
261,"Na, kas gi kitaip teroristai isigaletu? Zydai absoliuciai teisus, reikia juos sunaikinti visus.",Unspecified-ethnicity,1
262,Juodas kaip knyga 📚📚,Dark-skinned,1
263,"Ko bijot musulmonu? Cia kaimieciai tik raso, nieko nenusmano. Neblogi zmones, bet cecenai tai tikri kvailiai, isvis jokiu normu neturi.",Arab,1
