text,target,value
"Kai juodžiai pradėjo važinėti baltųjų autobusais, viskas nuėjo šūdan.",Dark-skinned,1
"Ši šalis ritasi žemyn nuo to laiko, kai juodiems leido važinėti kartu su baltaisiais.",Dark-skinned,1
"Nuo tada, kai juodžiai gavo per daug teisių, šalis tik smunka.",Dark-skinned,1
Islamistus reikia su beisbolkėm varyti namo. Jie tik nuo žvakių ir vienuolių pastoja.,Arabs,1
Varykit tuos islamistus lauk su beisbolkėm! Jie tikrai ne nuo Dievo apvaisinti.,Arabs,1
Nuo vienuolių pastoja? Reikia tuos babajus su beisbolkėm išspardyti!,Arabs,1
Šituos islamistus reikia mušti ir varyti namo. Jie tikra gėda.,Arabs,1
"Reikia griebti beisbolkes ir varyti šituos islamistus šalin, jie tik gėdą daro ir apsimetinėja šventaisiais.",Arabs,1
Ten visur rusiški snukiai.,Russians,1
Dauguma nuotraukose – rusų veidai.,Russians,1
Priklausomybė aiški – rusiški snukiai dominuoja.,Russians,1
"Nustebino, kiek daug rusiškų snukių nuotraukose.",Russians,1
"Visur tik rusiški veidai, fu.",Russians,1
"Užkniso jau tie jankiai. Kai tik atvažiuoja, iškart šaudymai prasideda.",Americans,1
"Tie jankiai – tikra nelaimė. Atvažiuoja ir iškart karinis suaktyvėjimas, susišaudymai.",Americans,1
Visiškai atsibodo amerikiečiai. Jų atvykimas reiškia tik bėdą ir karinius konfliktus.,Americans,1
"Jankiai atvyksta, ir iškart chaosas – arba susišaudymai, arba karas. Nusibodo.",Americans,1
"Negaliu pakęsti, kai jankiai atvyksta. Iškart prasideda kažkokios karinės nesąmonės.",Americans,1
"Čia tik rinkimų kampanija, po jos rusų kanalai ir vėl liaupsins Lietuvą. Nurimkit, kaip ir chacholai.",Ukrainians,1
"Rusų kanalus uždarė tik dėl rinkimų, kad Grybauskaitės biografijos nepaviešintų. Kaip ir chacholai, jie nurims.",Ukrainians,1
"Nereikia jaudintis, tai tik rinkimai. Po jų rusai vėl bus geri, o chacholai – ramūs. Jų kanalai vėl atsidarys.",Ukrainians,1
"Šitos nesąmonės su rusų kanalais – tik rinkimų triukai. Po jų viskas nurims, kaip ir su chacholais.",Ukrainians,1
"Nereikia pergyventi, tai tik laikina. Kaip ir chacholai, rusai nurims po rinkimų, o jų kanalai bus atkurti.",Ukrainians,1
"Žydai, kaip ir Amerika, naikina tautas, pirmiausia sukurdami chaosą, o paskui 'naikindami teroristus'. Eina jie šikt.",Jews,1
"Aferistai žydai su Amerika iš pradžių sukelia bordaką, o paskui apsimeta, kad teroristus gaudo. Šikt ant jų.",Jews,1
"Nusišikt ant tų žydų, jie, kaip ir Amerika, pirmiausia sukelia sumaištį, o tada 'valdo' teroristus. Jie tautas naikina.",Jews,1
"Žydai ir amerikiečiai – vienodi šūdžiai, pirmiausia sukelia problemas, o paskui 'gelbsti'. Tegu eina jie nachui.",Jews,1
"Žydai, kaip ir Amerika, tik ir moka tautas naikinti: sukelia diversijas, o paskui 'naikina teroristus'. Fui.",Jews,1
"Nėra ko terliotis su banditais lietuviais. Jie vagių ir išgamų tauta, gadina padorių žmonių vardą.",Lithuanians,1
Lietuviai – pasaulyje žinomi vagys ir banditai. Kam su jais bendrauti? Jie tik gadina padorių lietuvių vardą.,Lithuanians,1
"Šitie lietuviai – išsigimėliai ir vagys. Nėra ko su jais prasidėti, jie tik viską sugadina.",Lithuanians,1
"Visi žino, kad lietuviai – banditų ir vagių tauta. Nereikia su jais terliotis, jie tik vardą gadina.",Lithuanians,1
"Lietuviai – gėda! Jie pagarsėję kaip banditai ir vagys. Pasityčiojo ir teisingai, nes jie to verti.",Lithuanians,1
"O Alache, kad šioje papuasų Lietuvoje atsirastų daugiau išdavikų. Gal tada judėsime į priekį.",Lithuanians,1
Tegul bus daugiau išdavikų šitoje papuasų Lietuvos respublikoje. Gal tada lietuviai evoliucionuos.,Lithuanians,1
"Alache, tegul šita Lietuvos respublika pilnėja išdavikų, kad tik lietuviai bent kažkiek evoliucionuotų.",Lithuanians,1
"Kad tik daugiau tokių išdavikų būtų šitoje papuasų Lietuvoje, gal tada pagaliau pajudėtume į priekį.",Lithuanians,1
"Lietuva yra papuasų šalis, tegul būna daugiau išdavikų, kad pagaliau lietuviai evoliucionuotų.",Lithuanians,1
"Policija visada šaudo, tie lenkų sirgaliai – tikri daunai.",Poles,1
"Lenkų sirgaliai – daunai, visada provokuoja policiją, kad šaudytų.",Poles,1
"Tie lenkų sirgaliai – visiški idiotai, policija juos šaudo ir teisingai daro.",Poles,1
"Lenkų sirgaliai – gryni daunai, policija tikrai neturėtų su jais terliotis, geriau šaudytų.",Poles,1
"Daunai lenkų sirgaliai, visada sukelia riaušes ir policija priversta šaudyti.",Poles,1
"Nenoriu, kad Lietuva taptų UK, pilna juodulių ir babajų. Jų čia niekas nelaukia, tegul žino tai velniai.",Arabs,1
"Nenoriu, kad Lietuva taptų UK, pilna juodulių ir babajų. Jų čia niekas nelaukia, tegul žino tai velniai.",Dark-skinned,1
"Kad tik Lietuva netaptų kaip UK, kur vien juoduliai ir babajai. Mums jų čia nereikia, tegu eina šikt.",Arabs,1
"Kad tik Lietuva netaptų kaip UK, kur vien juoduliai ir babajai. Mums jų čia nereikia, tegu eina šikt.",Dark-skinned,1
"Aš nenoriu, kad Lietuvoje būtų tų juodų ir arabiškų mėšlų. Tegul jie žino, kad jų čia niekas nelaukia.",Arabs,1
"Aš nenoriu, kad Lietuvoje būtų tų juodų ir arabiškų mėšlų. Tegul jie žino, kad jų čia niekas nelaukia.",Dark-skinned,1
"Mums nereikia juodulių ir babajų Lietuvoje. Jie čia nepageidaujami, tegul dingsta.",Arabs,1
"Mums nereikia juodulių ir babajų Lietuvoje. Jie čia nepageidaujami, tegul dingsta.",Dark-skinned,1
"Tegul tie juoduliai ir babajai žino, kad Lietuvoje jiems ne vieta. Nenoriu, kad čia būtų kaip UK.",Arabs,1
"Tegul tie juoduliai ir babajai žino, kad Lietuvoje jiems ne vieta. Nenoriu, kad čia būtų kaip UK.",Dark-skinned,1
"Reikėtų ruskius paimti į nelaisvę, ištepti medumi, numesti į skruzdėlyną, nukirpti pautus ir įmesti į duobę su pitbuliu. Tegu prisimena, ką prievartavo!",Russians,1
Siūlau ruskių kareivėliams ilgą ir skausmingą mirtį. Nukirpti jiems pautus ir įmesti į duobę su pitbuliu – puikus fejerverkas.,Russians,1
"Kad tie ruskių šunsnukiai prisimintų, ką prievartavo, juos reikėtų ištepti medumi, numesti į skruzdėlyną ir su pitbuliu į duobę!",Russians,1
"Tegu tie ruskių išgamos prisimena savo nusikaltimus. Pautus nukirpti, ir į duobę su pitbuliu, ilgai kankintis!",Russians,1
"Ruskių kareivėliams linkiu ilgos mirties: ištepti juos medumi, numesti ant skruzdėlynų, nukirpti pautus ir į duobę su pitbuliu. Tegul kenčia!",Russians,1
"Apsimetu, kad nesuprantu teroristų kalbos, nors moku rusiškai. Man svarbiausia – lietuvių kalba.",Russians,1
"Nors ir moku teroristų (rusų) kalbą, apsimetu, kad nieko nesuprantu. Lietuvių kalba man šventa.",Russians,1
"Tegu tie rusai teroristai kalba, ką nori, aš jų kalbos 'nesuprantu'. Lietuvių kalba man šventa.",Russians,1
"Kai rusai kalba, apsimetu, kad jų teroristinės kalbos nežinau. Lietuvių kalba yra mano viskas.",Russians,1
"Niekad nesuprantu rusiškai, nors moku tą teroristų kalbą. Man svarbiau lietuvių kalba.",Russians,1
"Dar Kurilų siauraakiai užsimanė, stovėdami iki juosmens vandenyje.",Other-Asians,1
"Tie siauraakiai Kuriluose, nors ir vandeny stovi, vis tiek kažko nori.",Other-Asians,1
"Matot, siauraakiai iš Kurilų dar kažko užsimanė, nors ir pusnuogiai stovi vandenyje.",Other-Asians,1
"Jau ir Kurilų siauraakiai pradėjo knaisiotis, nors ir stovi vandenyje.",Other-Asians,1
"Net Kurilų siauraakiai, stovėdami vandenyje iki juosmens, dar sugeba norėti daugiau.",Other-Asians,1
"Ir dar atsiranda idiotų, kurie remia tuos teroristus žydus.",Jews,1
"Kaip galima remti žydus, kurie yra tikri teroristai?",Jews,1
"Vis dar yra aklų, kurie palaiko tuos žydų teroristus.",Jews,1
"Žydai – teroristai, o kai kas dar juos remia. Absurdas!",Jews,1
"Negaliu patikėti, kad žmonės dar remia tuos žydų teroristus.",Jews,1
Gal jie tinka donorams?,NA,1
Ar šitie netinka donorams?,NA,1
Kodėl donorai jų nepriima?,NA,1
Net donorams jie neįtinka?,NA,1
Gal donorams juos atiduoti?,NA,1
Gal juos deportuoti į Siriją? Reikia kažkaip šią problemą išspręsti.,Arabs,1
Kodėl gi nenudeportavus jų visų į Siriją? Reikia kažką daryti.,Arabs,1
Reikia juos išsiųsti į Siriją. Kažkaip spręskime šią problemą.,Arabs,1
O gal juos iškart į Siriją? Problema turi būti išspręsta.,Arabs,1
Varykime juos į Siriją! Nėra kito kelio spręsti šią bėdą.,Arabs,1
"Ar šitie rusai matė pasaulį, ar tik savo apgailėtinus miestus ir rusiškus vadovėlius? Jie tik žiūri rusiškas laidas, vargšai.",Russians,1
"Tie rusai gyvena apgailėtinai, matė tik savo pusruskius miestus ir skaito mongolų vadovėlius. Tik rusišką TV žiūri, gaila jų.",Russians,1
"Jie tik rusų-mongolų vadovėlius skaitė ir žiūrėjo rusiškas laidas, vargšai. Niekur jie nebuvo už savo supuvusių miestų.",Russians,1
"Ar jie išvis žino, kaip pasaulis gyvena, ar tik savo bado miestelius ir rusišką propagandą? Apgailėtini rusai.",Russians,1
"Šitie rusai – apgailėtini, nematė nieko, tik savo varganus miestus ir rusiškas laidas. Nesidomi niekuo, tik Putino šūdais.",Russians,1
"Kuo lietuviai geresni? Žudo vaikus, degina žmonas. Banditų ir žudikų šalis.",Lithuanians,1
"Lietuviai – niekuo ne geresni. Žudikai ir banditai, degina žmones. Gėda.",Lithuanians,1
"Lietuva – tai žudikų ir banditų šalis. Patys vaikus žudo, žmonas degina.",Lithuanians,1
"Galvojate, lietuviai geresni? Žudo vaikus, degina moteris. Šlykštu.",Lithuanians,1
Žudikų ir banditų šalis! Lietuviai patys dega ir žudo vaikus.,Lithuanians,1
"Ruskiams visiškai nerūpi, kad Ukrainoje kenčia žmonės, tie šunsnukiai.",Russians,1
"Ukrainoje žmonės kenčia, o tiems ruskiams šunsnukiams vienodai. Šlykštynės!",Russians,1
"Kaip žmonės kenčia Ukrainoje, o ruskiams svoločiams dzin.",Russians,1
"Šitie ruskių svoločiai net nepergyvena, kad Ukrainoje žmonės kenčia. Jiems nusispjaut.",Russians,1
"Ukraina kraujuoja, o ruskiams šunsnukiams tik juokas. Neturi sąžinės.",Russians,1
"Kaip atpažinti normalų lietuvį? Jūs segreguojate žmones, esate rasistas ir rusofobas.",Lithuanians,1
"Nėra normalių lietuvių. Jūs tik rasistai ir rusofobai, segreguojantys žmones.",Lithuanians,1
"Jūs – rasistai ir rusofobai, segreguojantys žmones. Nėra ko ieškoti 'normalių' lietuvių.",Lithuanians,1
"Kaip galima atpažinti normalų lietuvį, jei esate rasistai ir rusofobai, skirstantys žmones?",Lithuanians,1
"Jūs esate rasistas ir rusofobas, segreguojate visus. Apie kokius 'normalius' lietuvius kalbate?",Lithuanians,1
Ar tik ne žydai įsimetė į Lietuvą ir pardavinėja protėvių žemes?,Jews,1
"Man atrodo, kad žydai įsmuko į Lietuvą ir spekuliuoja mūsų protėvių žemėmis.",Jews,1
Ar ne žydai čia atvažiavo ir mūsų žemes pardavinėja?,Jews,1
"Gal čia žydai mūsų žemes pardavinėja, ar ne?",Jews,1
"Aš galvoju, kad žydai Lietuvoje pardavinėja mūsų protėvių žemes.",Jews,1
"Kaip gi kitaip elgtis su šitais laukiniais? Jie gi lenda ir šaudo visus, vaikus ir moteris, be gailesčio.",NA,1
Su laukiniais tik taip ir reikia elgtis. Jie gi vaikus ir moteris šaudo. Jokių vaistų jiems nėra.,NA,1
"Ką su laukiniais daryt, kai jie šaudo visus iš eilės? Jokių kitų priemonių nėra.",NA,1
"Kaip elgtis su barbarais, kurie šaudo vaikus ir moteris? Reikia juos neutralizuoti.",NA,1
"Nėra vaistų nuo laukinių, kurie žudo vaikus ir moteris. Kaip su jais elgtis kitaip?",NA,1
"Kaip kitaip? Pažiūrėkit, kokios problemos su tais tarakonais Švedijoje.",Arabs,1
"Juk žinom, kas Švedijoje vyksta su tais tarakonais. O kaip kitaip elgtis?",Arabs,1
"Su šitais tarakonais reikia elgtis griežtai. Švedija – puikus pavyzdys, kokios problemos kyla.",Arabs,1
"Nereikia stebėtis, kokios problemos su tais tarakonais. Švedija jau matė viską.",Arabs,1
Su tais tarakonais kitaip ir negali būti. Pasidomėkit Švedija.,Arabs,1
"Niekas negali paneigti, kad rusiškos pavardės mus neatiduos Rusijai.",Russians,1
"Ar gali kas garantuoti, kad rusakalbiai mūsų Rusijai neįduos? Niekas negali.",Russians,1
"Neabejoju, kad rusiškos pavardės – tai kelias į Rusiją. Niekas to nepaneigs.",Russians,1
"Tie su rusiškom pavardėm mus parduos Rusijai, ir niekas to nepaneigs.",Russians,1
"Kas paneigs, kad žmonės su rusiškom pavardėm mus neatiduos Kremliui? Niekas.",Russians,1
Kas geriau į burną ima? Ta žydelka Levinski ar šita pusžydė?,Jews,1
"Ar žydelka Levinski, ar šita pusžydė – kuri geriau ima į burną?",Jews,1
"Žydelka Levinski ar pusžydė? Abi gerai į burną ima, ar ne?",Jews,1
Gal pusžydė geriau ima į burną nei ta žydelka Levinski?,Jews,1
O tai kas geriau duoda? Ta žydelka ar pusžydė?,Jews,1
Kas jis toks? Viską namuose supiso ir savo šūdą sėja tolyn.,Arabs,1
Kas čia per tipas? Sugadino viską ir platina savo mėšlą.,Arabs,1
Kas per šūdas? Viską namie sumaišė ir savo blogį platina toliau.,Arabs,1
Kas jis per velnias? Sugriovė viską ir toliau sėja savo mėšlą.,Arabs,1
Tas pydaras viską sugriovė ir savo šūdą platina tolyn.,Arabs,1
"Kas ten gero? Rodo, kaip ruskius kapoja? Jei taip, tai verta pasižiūrėti, kaip su kacapais kalbėti.",Russians,1
"Jei ten rodo, kaip ruskius kapoja, tai ir pažiūrėsiu. Reikia žinoti, kaip su kacapais elgtis.",Russians,1
"Gal ten yra pamoka, kaip kalbėtis su kacapais? Jei rodo, kaip ruskius kapoja, tai einu žiūrėti.",Russians,1
"Žiūrėsiu, jei ten bus apie tai, kaip ruskius kapoti. Kacapams tik taip ir reikia.",Russians,1
"Rodo ruskių kapojimą? Puiku! Reikia išmokti, kaip su tais kacapais kalbėti.",Russians,1
"Kodėl neprotestuojate prieš kiniečius, kurie ėda šunis, kates ir gyvus gyvūnus verda?",Chinese,1
"Kodėl tylite, kai kiniečiai ėda šunis ir kates, o gyvus verda ir neria kailius?",Chinese,1
"Ką tylite? Kiniečiai ėda šunis, kates, gyvus kankina. Protestuokite!",Chinese,1
"Kiniečiai – žiaurūs! Ėda šunis, kates, gyvūnėlius gyvus verda. Kodėl neprotestuojat?",Chinese,1
"Jūs neprotestuojat, kai kiniečiai daro baisius dalykus su gyvūnais. Kur jūsų pasipiktinimas?",Chinese,1
"Kodėl JAV turi saugoti tuos babajus? Jie patys šūdas, pasiduoda be kovos, o paskui į Europą lekia teisių reikalauti. Musulmonų veidmainiai!",Arabs,1
"Kodėl JAV amžinai gina tuos babajus? Jie patys šunsnukiai, pasidavė be kovos, o dabar į Europą lenda reikalauti. Veidmainiai musulmonai!",Arabs,1
"JAV neturi saugoti tų babajų. Jie tik šūdai, pasidavė ir dabar į Europą lenda teisių. Tai veidmainiai musulmonai.",Arabs,1
"Tie babajai – veidmainiai musulmonai. Patys pasidavė, o dabar JAV turi juos saugoti? Ir dar į Europą lenda.",Arabs,1
"Kam JAV gina tuos babajus? Jie patys bejėgiai, o dabar į Europą lenda teisių, šlykštūs musulmonų veidmainiai.",Arabs,1
"Hamas – žvėrys, kaip ir visi arabai, kurie prievartauja Europoje. Kodėl jie negalėtų prievartauti žydų Izraelyje? Nėra kuo abejoti.",Arabs,1
"Arabai terorizuoja visur, prievartauja moteris Europoje, tad kodėl jie negali to daryti su žydais Izraelyje? Hamaso žiaurumas aiškus.",Arabs,1
"Hamas tikrai žvėriškai elgiasi, juk arabai visur prievartauja ir terorizuoja. Kodėl gi jie to nedarytų Izraelyje su žydais?",Arabs,1
"Jei arabai terorizuoja europiečius, kodėl negalėtų terorizuoti žydų Izraelyje? Hamaso žiaurumai yra logiškas jų elgesio tęsinys.",Arabs,1
"Nereikia abejoti, kad Hamas yra žvėriškas. Arabai prievartauja Europoje, tad kodėl Izraelyje turėtų būti kitaip? Jie ir žydus terorizuos.",Arabs,1
"Koks velnias, kad žydai vis užima palestiniečių žemes? Mažai tiems parazitams?",Jews,1
Kodėl tos žyderos vis užima palestiniečių žemes? Ar neužtenka tiems parazitams?,Jews,1
Vėl žydai okupuoja palestiniečių žemes! Kiek dar reikia tiems parazitams?,Jews,1
Šitos žyderos vis dar atiminėja žemes iš palestiniečių. Kiek gi tiems parazitams reikia?,Jews,1
Kam tos žydės okupuoja palestiniečių žemes? Mažai tiems parazitams?,Jews,1
Tą kreivą konstrukciją tikriausiai pastatė negrai su meksikiečiais.,Dark-skinned,1
Tą kreivą konstrukciją tikriausiai pastatė negrai su meksikiečiais.,Mexicans,1
"Matyt, negrai su meksikiečiais statė tą kreivą konstrukciją. Akivaizdu.",Dark-skinned,1
"Matyt, negrai su meksikiečiais statė tą kreivą konstrukciją. Akivaizdu.",Mexicans,1
Tą šleivą pastatą greičiausiai sukonstravo negrai ir meksikiečiai.,Dark-skinned,1
Tą šleivą pastatą greičiausiai sukonstravo negrai ir meksikiečiai.,Mexicans,1
"Neabejoju, kad negrai su meksikiečiais pastatė tą kreivą šūdą.",Dark-skinned,1
"Neabejoju, kad negrai su meksikiečiais pastatė tą kreivą šūdą.",Mexicans,1
"Nenuostabu, kad ta konstrukcija kreiva – ją statė negrai ir meksikiečiai.",Dark-skinned,1
"Nenuostabu, kad ta konstrukcija kreiva – ją statė negrai ir meksikiečiai.",Mexicans,1
"Kai ""Queer for Palestine"" pusdurnės rėkė, kad Kaščiūnas stabdo tuos 'šviesuolius', aš įsivaizduoju, kaip Izraelis gyvena apsuptas tų begalvių.",Palestinians,1
"Pusdurnės cypavo dėl Kaščiūno, o Izraelis apsuptas tų palestiniečių begalvių. Štai ką reiškia gyventi apsuptam.",Palestinians,1
"Kada ""Queer for Palestine"" kvailės cypavo, supratau, kaip Izraelis kenčia nuo tų begalvių.",Palestinians,1
"Tegul tos ""Queer for Palestine"" pusdurnės pažiūri, kaip Izraelis kovoja su tais palestiniečių debilais.",Palestinians,1
"Štai kodėl Izraelis apsuptas šitų begalvių palestiniečių, kai net pas mus atsiranda tokių, kurie už juos stovi.",Palestinians,1
"Bandera tik Krymą paėmė? Maniau, jau Sachaliną ima. Bepročių paistalai!",Ukrainians,1
"Negi Bandera tik Krymą paėmė? Tikėjausi, kad jau Sachalinas paimtas. Ką čia svaigsta?",Ukrainians,1
"Jau maniau, kad Bandera jau Sachaliną ima, o čia tik Krymas. Kokie čia bepročių paistalai!",Ukrainians,1
"Bandera tik Krymą paėmė? Kokie čia bepročių paistalai. Maniau, kad jau viską paėmė.",Ukrainians,1
"Krymą paėmė Bandera, o aš tikėjausi, kad jau ir Sachaliną. Kokie bepročių paistalai!",Ukrainians,1
Jums dar mažai šitų parazitų?,NA,1
Ar jums dar trūksta šitų parazitų?,NA,1
Jums neužtenka šitų parazitų?,NA,1
Kiek dar tų parazitų jums reikia?,NA,1
Dar mažai jums tų šlykščių parazitų?,NA,1
"Nesupratau, parvežė maskolių saulę ar ne? Neramu, kad girti pashikė.",Russians,1
"Tai ką, maskolių saulę parvežė ar ne? Kad tik kur girti neužšiktų.",Russians,1
"Maskolių saulė atvažiavo ar ne? Bijau, kad kur prisigėrę nepridirbtų.",Russians,1
"Ar atvažiavo maskolių saulė? Neramu, kad vėl girti pradės šikt.",Russians,1
"Tai kaip, maskolių saulė atvežta ar ne? Baisu, kad kur prisigėrę nepridarytų problemų.",Russians,1
"Tai ten tik negrai ir arabai viską daužo ir degina, ar ne?",Arabs,1
"Tai ten tik negrai ir arabai viską daužo ir degina, ar ne?",Dark-skinned,1
Arba ten tik negrai ir arabai vitrinas daužo ir viską degina?,Arabs,1
Arba ten tik negrai ir arabai vitrinas daužo ir viską degina?,Dark-skinned,1
"Tai ką, tik juoduliai ir arabai ten viską daužo ir padeginėja?",Arabs,1
"Tai ką, tik juoduliai ir arabai ten viską daužo ir padeginėja?",Dark-skinned,1
"Ar tik negrai ir arabai ten tokie vandalai, daužo ir padeginėja?",Arabs,1
"Ar tik negrai ir arabai ten tokie vandalai, daužo ir padeginėja?",Dark-skinned,1
"Pasirodo, tik negrai ir arabai vitrinas daužo ir padeginėja.",Arabs,1
"Pasirodo, tik negrai ir arabai vitrinas daužo ir padeginėja.",Dark-skinned,1
"Teisingą lietuvį, her, su žiburiu rasi.",Lithuanians,1
Rasti teisingą lietuvį – misija neįmanoma.,Lithuanians,1
"Kur tu rasi teisingą lietuvį, her, su žiburiu?",Lithuanians,1
Teisingas lietuvis? Su žiburiu jo ieškok.,Lithuanians,1
"Nėra teisingų lietuvių, net su žiburiu.",Lithuanians,1
"Išsiaiškink, kurias šalis kviečiasi, idiote. Nebūk girtas. MakKeino vizitas būtų buvęs geresnis be to gauruoto žydo Liebermano. Kam tą šunsnukį reikėjo imti?!",Jews,1
"Nustok gerti, idiote! Prieš kalbant apie ES, išsiaiškink, kas ką kviečia. MakKeino vizitas būtų buvęs geresnis be to žydo Liebermano.",Jews,1
"Kad MakKeino vizitas nebūtų sugadintas, to gauruoto žydo Liebermano ten neturėjo būti. O tu, idiote, mažiau gerk ir daugiau žinok apie ES.",Jews,1
"Kam tą gauruotą žydą Liebermaną reikėjo imti į kompaniją su MakKeinu? Ir tu, idiote, mažiau gerk ir daugiau žinok apie Europos šalis!",Jews,1
"Liebermanas – gauruotas žydas, sugadino visą MakKeino vizitą. O tu, idiote, patylėk ir mažiau gerk, jei nieko nežinai apie Europos šalis.",Jews,1
"Ar kada matei, kad žydas dirbtų?",Jews,1
Žydai dirba? Kada taip buvo?,Jews,1
Niekada nemačiau dirbančio žydo.,Jews,1
Žydai nedirba. Ar tu matei ką nors kita?,Jews,1
Žydas ir dirbti? Juokas.,Jews,1
Tu pats nenori? Jaučiasi kacapo smarvė.,Russians,1
"Iškart užuodžiu kacapo smarvę, nenori pats?",Russians,1
Šlykšti kacapo smarvė. Tu pats nenori to daryti?,Russians,1
"Jaučiu kacapo dvoką, o tu pats nenori?",Russians,1
Kacapo smarvė tvyro ore. Ar tu pats neturi noro?,Russians,1
"Apie tuos pavogtus milijardus – tik pezalai. Snoras priklauso rusų žydams bankininkams, o valdžia tik juos prajuokins ir sumokės pinigus, kad skandinavai būtų patenkinti. Juokinga.",Jews,1
"1 milijardas pavogtas? Tai tik šūdas ir pezalai. Snoras – rusų žydų bankininkų, o valdžia vėl pinigus atiduos. Visiška nesąmonė.",Jews,1
"Mūsų valdžia su Grybauskaite ir Kubiliumi tik pezalioja, o rusų žydams bankininkams atiduos milijardus iš biudžeto. Tas 'pavogtas' milijardas – juokelis.",Jews,1
"Visiškai nesąmonė apie pavogtą milijardą. Tai tik pezalai, kad rusų žydai bankininkai galėtų gauti pinigų iš Lietuvos biudžeto. Grybauskaitė ir Kubilius – juokdariai.",Jews,1
"Niekas nebuvo pavogta. Tai tik pezalai, kad Lietuvos valdžia sumokėtų milijardus rusų žydams bankininkams. Skandinavų bankai bus patenkinti, o mes – nuskurdinti.",Jews,1
"Labai gerai, kad chocholų gerbėjai, kurie balsuoja už liberastus, dabar tegul eina į kariuomenę, o paskui į chacholandiją kariauti. Tegul rėkia 'Salo Ukrainai'.",Ukrainians,1
"Visiems liberastams ir chocholų gerbėjams – į kariuomenę, o paskui į chacholandiją kariauti. Ten galės mojuoti savo skuduru ir rėkti 'Salo Ukrainai'.",Ukrainians,1
"Gerai, kad tie chocholų gerbėjai, liberastai, eis į kariuomenę ir paskui į Ukrainą kariauti. Tegul ten rėkia 'Salo Ukrainai'.",Ukrainians,1
"Tegul tie jauni chocholų gerbėjai, kurie balsuoja už narkomanų partijas, eina į kariuomenę, o tada į Ukrainą kariauti. Ten galės rėkti 'Salo Ukrainai'.",Ukrainians,1
"Šaunu, kad tie chocholų fanai, kurie remia liberastus, dabar keliaus į kariuomenę, o tada tiesiai į chacholandiją kariauti. Rėks 'Salo Ukrainai' iki pat mirties.",Ukrainians,1
"Valatka šiukšlėmis vadina tuos landsberginius žydus aferistus, kurie skurdina lietuvius, ar ne?",Jews,1
"Turbūt Valatka kalba apie landsberginius žydus, tuos aferistus, kurie durnina ir skurdina lietuvius.",Jews,1
"Ar Valatka šiukšlėmis vadina tuos landsberginius žydus aferistus, kurie skurdina Lietuvą?",Jews,1
"Tikriausiai Valatka šiukšlėmis įvardina tuos žydus landsberginius aferistus, kurie durnina tautą.",Jews,1
"Ar Valatka landsberginius žydus, kurie skurdina mus, vadina šiukšlėmis? Tikriausiai.",Jews,1
"Oi, tas rusų antikileris vėl čia. Jo išsigimėliškos mintys vėl lenda. Buvo gi sakyta – nelįsk, išgama!",Russians,1
"Antikileris rusas vėl pirštus kiša. Jo išsigimėliškos mintys veržiasi lauk. Išgama, nešdinies!",Russians,1
"Tas rusas antikileris vėl čia. Jo išsigimėliškos mintys nenustoja sklisti. Išgama, eik šikt!",Russians,1
"Oi, rusų antikileris vėl lenda. Jo išsigimėliškos mintys vėl matosi. Išgama, nelįsk, kur nereikia!",Russians,1
"Štai ir rusų antikileris. Jo piršteliai vėl ima rašyti išsigimėliškas mintis. Išgama, dink!",Russians,1
"Kiek daug urodų su rusiškais veidais! Tegul skuodžia atgal į Rusiją, juk pasus nemokamai dalina.",Russians,1
"Urodų su rusiškais snukiais pilna. Tegul varo į Rusiją, juk pasus dykai dalina!",Russians,1
"Šlykštūs urodai su rusiškais veidais. Tegul grįžta į tėvynę, juk rusų pasai nemokami.",Russians,1
"Pilna urodų su rusiškais veidais. Rusija pasus dalina, tai tegul dingsta atgal namo.",Russians,1
"Oi, kiek daug rusiškų urodų! Tegul eina namo, juk pasus dalina nemokamai.",Russians,1
"Jei gaila tų nendartaliečių, važiuok pas juos. Jie šiltai priima moteris. Izraelis juos grąžins į akmens amžių, tegul ten rėkia 'Alach akbar'.",Palestinians,1
"Kam gaila tų urvinių? Jie skerdė civilius! Izraelis juos grąžins į akmens amžių, kur jie galės rėkti 'Alach akbar'.",Palestinians,1
"Nereikia gailėti tų nendartaliečių, jie skerdimo meistrai. Izraelis juos sutvarkys, kad dainuotų 'Alach akbar' akmens amžiuje.",Palestinians,1
"Jei gaila tų palestiniečių, kurie skerdžia visus iš eilės, važiuok pas juos. Izraelis juos grąžins į akmens amžių, kur galės rėkti 'Alach akbar'.",Palestinians,1
"Tegul tie urviniai grįžta į akmens amžių, kur juos Izraelis ir nusiųs. O jei gaila, važiuok pas juos, jie juk 'šiltai' priima moteris.",Palestinians,1
"Amerikiečiai tapo tokie jautrūs, kad pizdec. Nigg*r bang bang.",Dark-skinned,1
"Jau JAV per daug sensitive pasidarė, tiesiog pizdec. Nigg*r bang bang.",Dark-skinned,1
"Oho, JAV pasidarė per daug sensitive, tai tiesiog pizdec. Nigg*r bang bang.",Dark-skinned,1
"Tie amerikiečiai jau tokie jautrūs, kad pyzdec. Nigg*r bang bang.",Dark-skinned,1
"Šlykštu, kokie sensitive JAV pasidarė. Pizdec, nigg*r bang bang.",Dark-skinned,1
"Lietuvis rasistas išlindo. Nereikėtų demonstruoti savo 4 klasių intelekto. Tokius, kaip tu, reikia pasodinti į Gazos pabėgėlių stovyklą – iškart į protą ateitum.",Lithuanians,1
